CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,
"""2014 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1817,,,,,,
PROCEDURES/PROFESSIONAL SERVICES,G0409,TOTAL,N/A,114.79,77.81,
PROCEDURES/PROFESSIONAL SERVICES,G0410,GLOBL,346,8861.84,6869.04,
PROCEDURES/PROFESSIONAL SERVICES,G0410,TOTAL,346,8861.84,6869.04,
PROCEDURES/PROFESSIONAL SERVICES,G0412,GLOBL,70,31987.83,24700.06,
PROCEDURES/PROFESSIONAL SERVICES,G0412,TOTAL,70,31987.83,24700.06,
PROCEDURES/PROFESSIONAL SERVICES,G0413,GLOBL,618,531864.77,412551.64,
PROCEDURES/PROFESSIONAL SERVICES,G0413,TOTAL,618,531864.77,412551.64,
PROCEDURES/PROFESSIONAL SERVICES,G0414,GLOBL,534,214476.89,166115.82999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0414,TOTAL,534,214476.89,166115.82999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0415,GLOBL,202,203770.76,157085.20000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0415,TOTAL,202,203770.76,157085.20000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0416,26,24919,4615952.9000000004,3593348.58,
PROCEDURES/PROFESSIONAL SERVICES,G0416,TC,16055,7606079.7999999998,5941804.5800000001,
PROCEDURES/PROFESSIONAL SERVICES,G0416,GLOBL,36803,24400327.629999999,19041348.050000001,
PROCEDURES/PROFESSIONAL SERVICES,G0416,TOTAL,77777,36622360.329999998,28576501.210000001,
PROCEDURES/PROFESSIONAL SERVICES,G0417,26,285,101420.24,79057.75,
PROCEDURES/PROFESSIONAL SERVICES,G0417,TC,57,54980.18,42770.27,
PROCEDURES/PROFESSIONAL SERVICES,G0417,GLOBL,339,441743.84,346326.3,
PROCEDURES/PROFESSIONAL SERVICES,G0417,TOTAL,681,598144.26,468154.32,
PROCEDURES/PROFESSIONAL SERVICES,G0418,26,56,33770.800000000003,26476.25,
PROCEDURES/PROFESSIONAL SERVICES,G0418,TC,14,25024.83,19619.41,
PROCEDURES/PROFESSIONAL SERVICES,G0418,GLOBL,25,54403.15,41142.82,
PROCEDURES/PROFESSIONAL SERVICES,G0418,TOTAL,95,113198.78,87238.48000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0419,26,25,17142.900000000001,13440.04,
PROCEDURES/PROFESSIONAL SERVICES,G0419,TC,N/A,8461.75,6634,
PROCEDURES/PROFESSIONAL SERVICES,G0419,GLOBL,N/A,15915.37,12477.64,
PROCEDURES/PROFESSIONAL SERVICES,G0419,TOTAL,36,41520.019999999997,32551.68,
PROCEDURES/PROFESSIONAL SERVICES,G0420,GLOBL,3688,386101.46,291825.75,
PROCEDURES/PROFESSIONAL SERVICES,G0420,TOTAL,3688,386101.46,291825.75,
PROCEDURES/PROFESSIONAL SERVICES,G0421,GLOBL,1506.5,33515.18,24885.93,
PROCEDURES/PROFESSIONAL SERVICES,G0421,TOTAL,1506.5,33515.18,24885.93,
PROCEDURES/PROFESSIONAL SERVICES,G0422,GLOBL,3288,326464.96000000002,252496.63,
PROCEDURES/PROFESSIONAL SERVICES,G0422,TOTAL,3288,326464.96000000002,252496.63,
PROCEDURES/PROFESSIONAL SERVICES,G0423,GLOBL,3097,307552.38,238315.84,
PROCEDURES/PROFESSIONAL SERVICES,G0423,TOTAL,3097,307552.38,238315.84,
PROCEDURES/PROFESSIONAL SERVICES,G0424,GLOBL,23201,708439.5,542761.32999999996,
PROCEDURES/PROFESSIONAL SERVICES,G0424,TOTAL,23201,708439.5,542761.32999999996,
PROCEDURES/PROFESSIONAL SERVICES,G0425,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0425,GLOBL,4024,390911.37,301533.01,
PROCEDURES/PROFESSIONAL SERVICES,G0425,TOTAL,4024,390911.37,301533.01,
PROCEDURES/PROFESSIONAL SERVICES,G0426,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0426,GLOBL,2437,322584.93,245721.47,
PROCEDURES/PROFESSIONAL SERVICES,G0426,TOTAL,2437,322584.93,245721.47,
PROCEDURES/PROFESSIONAL SERVICES,G0427,GLOBL,2756,540785.59,416182.43,
PROCEDURES/PROFESSIONAL SERVICES,G0427,TOTAL,2756,540785.59,416182.43,
PROCEDURES/PROFESSIONAL SERVICES,G0428,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0428,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0429,GLOBL,612,64460.77,48827.83,
PROCEDURES/PROFESSIONAL SERVICES,G0429,TOTAL,612,64460.77,48827.83,
PROCEDURES/PROFESSIONAL SERVICES,G0431,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0431,GLOBL,1680291,156767642.22999999,152644074.41,
PROCEDURES/PROFESSIONAL SERVICES,G0431,TOTAL,1680291,156767642.22999999,152644074.41,
PROCEDURES/PROFESSIONAL SERVICES,G0432,GLOBL,12625,226078.13,221162.07,
PROCEDURES/PROFESSIONAL SERVICES,G0432,TOTAL,12625,226078.13,221162.07,
PROCEDURES/PROFESSIONAL SERVICES,G0433,GLOBL,1093,18981.27,18569.400000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0433,TOTAL,1093,18981.27,18569.400000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0434,26,N/A,19.84,19.440000000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0434,GLOBL,1135477.1000000001,21220178.690000001,20409822.719999999,
PROCEDURES/PROFESSIONAL SERVICES,G0434,TOTAL,1135478.1000000001,21220198.530000001,20409842.16,
PROCEDURES/PROFESSIONAL SERVICES,G0435,GLOBL,344,5300.51,5194.1400000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0435,TOTAL,344,5300.51,5194.1400000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0436,GLOBL,159813,2188659.0099999998,2137687.2799999998,
PROCEDURES/PROFESSIONAL SERVICES,G0436,TOTAL,159813,2188659.0099999998,2137687.2799999998,
PROCEDURES/PROFESSIONAL SERVICES,G0437,GLOBL,29789,826232.07,807307.4,
PROCEDURES/PROFESSIONAL SERVICES,G0437,TOTAL,29789,826232.07,807307.4,
PROCEDURES/PROFESSIONAL SERVICES,G0438,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0438,GLOBL,1162287,193910007.66999999,189663705.91999999,
PROCEDURES/PROFESSIONAL SERVICES,G0438,TOTAL,1162287,193910007.66999999,189663705.91999999,
PROCEDURES/PROFESSIONAL SERVICES,G0439,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0439,GLOBL,3528374,399281296.19999999,390828183.51999998,
PROCEDURES/PROFESSIONAL SERVICES,G0439,TOTAL,3528374,399281296.19999999,390828183.51999998,
PROCEDURES/PROFESSIONAL SERVICES,G0442,GLOBL,151157,2680063.21,2620599.98,
PROCEDURES/PROFESSIONAL SERVICES,G0442,TOTAL,151157,2680063.21,2620599.98,
PROCEDURES/PROFESSIONAL SERVICES,G0443,GLOBL,1242,32204.48,31559.06,
PROCEDURES/PROFESSIONAL SERVICES,G0443,TOTAL,1242,32204.48,31559.06,
PROCEDURES/PROFESSIONAL SERVICES,G0444,GLOBL,333906,5935257.6100000003,5804178.3600000003,
PROCEDURES/PROFESSIONAL SERVICES,G0444,TOTAL,333906,5935257.6100000003,5804178.3600000003,
PROCEDURES/PROFESSIONAL SERVICES,G0445,GLOBL,1441,39199.51,38363.43,
PROCEDURES/PROFESSIONAL SERVICES,G0445,TOTAL,1441,39199.51,38363.43,
PROCEDURES/PROFESSIONAL SERVICES,G0446,GLOBL,88449,2324266.29,2273438.61,
PROCEDURES/PROFESSIONAL SERVICES,G0446,TOTAL,88449,2324266.29,2273438.61,
PROCEDURES/PROFESSIONAL SERVICES,G0447,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0447,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0447,GLOBL,139257,3652688.42,3571519.35,
PROCEDURES/PROFESSIONAL SERVICES,G0447,TOTAL,139257,3652688.42,3571519.35,
PROCEDURES/PROFESSIONAL SERVICES,G0448,GLOBL,32,750750.04,588588.06999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0448,TOTAL,32,750750.04,588588.06999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0451,GLOBL,99,825.12,575.04999999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0451,TOTAL,99,825.12,575.04999999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0452,26,99977,1961659.25,1501755.85,
PROCEDURES/PROFESSIONAL SERVICES,G0452,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0452,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0452,TOTAL,99977,1961659.25,1501755.85,
PROCEDURES/PROFESSIONAL SERVICES,G0453,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0453,GLOBL,329973.09999999998,10994288.789999999,8593526.5199999996,
PROCEDURES/PROFESSIONAL SERVICES,G0453,TOTAL,329973.09999999998,10994288.789999999,8593526.5199999996,
PROCEDURES/PROFESSIONAL SERVICES,G0454,GLOBL,4576,41121.599999999999,30743.7,
PROCEDURES/PROFESSIONAL SERVICES,G0454,TOTAL,4576,41121.599999999999,30743.7,
PROCEDURES/PROFESSIONAL SERVICES,G0455,GLOBL,1056,79549.759999999995,61744.29,
PROCEDURES/PROFESSIONAL SERVICES,G0455,TOTAL,1056,79549.759999999995,61744.29,
PROCEDURES/PROFESSIONAL SERVICES,G0456,GLOBL,849,76136.399999999994,59195.34,
PROCEDURES/PROFESSIONAL SERVICES,G0456,TOTAL,849,76136.399999999994,59195.34,
PROCEDURES/PROFESSIONAL SERVICES,G0457,GLOBL,78,3765.92,2952.55,
PROCEDURES/PROFESSIONAL SERVICES,G0457,TOTAL,78,3765.92,2952.55,
PROCEDURES/PROFESSIONAL SERVICES,G0458,GLOBL,18,37573.39,29457.49,
PROCEDURES/PROFESSIONAL SERVICES,G0458,TOTAL,18,37573.39,29457.49,
PROCEDURES/PROFESSIONAL SERVICES,G0459,GLOBL,8939,434070.04,337690.19,
PROCEDURES/PROFESSIONAL SERVICES,G0459,TOTAL,8939,434070.04,337690.19,
PROCEDURES/PROFESSIONAL SERVICES,G0460,GLOBL,54,50892.01,39882.69,
PROCEDURES/PROFESSIONAL SERVICES,G0460,TOTAL,54,50892.01,39882.69,
PROCEDURES/PROFESSIONAL SERVICES,G0461,26,1264670.2,39361602.420000002,30689656.699999999,
PROCEDURES/PROFESSIONAL SERVICES,G0461,TC,178627.20000000001,10853336.859999999,8461858.1500000004,
PROCEDURES/PROFESSIONAL SERVICES,G0461,GLOBL,540845.19999999995,49305417.990000002,38998217.270000003,
PROCEDURES/PROFESSIONAL SERVICES,G0461,TOTAL,1984142.6,99520357.270000011,78149732.120000005,
PROCEDURES/PROFESSIONAL SERVICES,G0462,26,1890857.7,23955960.52,18745349.59,
PROCEDURES/PROFESSIONAL SERVICES,G0462,TC,134758,7785184.75,6096753.79,
PROCEDURES/PROFESSIONAL SERVICES,G0462,GLOBL,459342.9,32418137.48,25717159.890000001,
PROCEDURES/PROFESSIONAL SERVICES,G0462,TOTAL,2484958.6,64159282.75,50559263.270000003,
PROCEDURES/PROFESSIONAL SERVICES,G0463,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0464,GLOBL,2481,1222438.32,1197635,
PROCEDURES/PROFESSIONAL SERVICES,G0464,TOTAL,2481,1222438.32,1197635,
PROCEDURES/PROFESSIONAL SERVICES,G0471,GLOBL,1681285,7962838.1799999997,7803316.8399999999,
PROCEDURES/PROFESSIONAL SERVICES,G0471,TOTAL,1681285,7962838.1799999997,7803316.8399999999,
PROCEDURES/PROFESSIONAL SERVICES,G0472,GLOBL,753,19972.990000000002,19534.169999999998,
PROCEDURES/PROFESSIONAL SERVICES,G0472,TOTAL,753,19972.990000000002,19534.169999999998,
PROCEDURES/PROFESSIONAL SERVICES,G0908,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0908,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0909,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0909,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0910,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0910,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0913,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0913,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0914,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0914,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0915,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0915,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0916,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0916,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0917,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0917,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0918,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0918,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0919,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0919,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0920,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0920,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0921,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0921,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G3001,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G3001,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8041,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8041,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8055,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8055,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8078,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8078,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8079,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8079,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8110,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8110,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8126,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8126,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8127,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8127,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8128,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8128,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8130,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8130,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8185,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8185,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8226,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8226,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8248,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8248,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8330,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8330,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8354,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8354,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8370,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8370,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8372,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8372,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8379,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8379,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8382,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8382,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8386,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8386,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8395,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8395,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8396,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8396,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8397,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8397,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8398,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8398,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8399,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8399,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8400,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8400,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8401,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8401,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8404,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8404,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8405,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8405,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8406,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8406,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8408,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8408,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8410,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8410,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8415,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8415,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8416,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8416,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8417,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8417,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8418,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8418,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8419,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8419,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8420,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8420,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8421,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8421,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8422,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8422,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8424,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8424,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8428,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8428,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8428,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8429,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8429,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8430,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8430,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8431,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8431,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8432,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8432,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8433,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8433,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8434,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8434,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8437,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8437,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8439,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8439,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8440,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8440,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8440,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8441,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8441,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8442,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8442,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8443,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8443,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8445,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8445,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8446,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8446,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8447,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8447,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8448,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8448,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8450,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8450,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8451,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8451,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8452,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8452,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8458,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8458,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8460,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8460,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8461,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8461,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8462,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8462,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8463,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8463,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8464,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8464,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8465,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8465,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8472,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8472,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8473,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8473,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8474,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8474,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8475,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8475,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8476,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8476,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8477,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8477,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8478,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8478,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8479,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8479,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8480,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8480,TOTAL,N/A,0,0,
