CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-3054,,,,,
PATH/LAB,82274,GLOBL,433425,9554736.07,9517248.34
PATH/LAB,82286,TOTAL,N/A,1,1
PATH/LAB,82286,GLOBL,N/A,1,1
PATH/LAB,82300,TOTAL,7827,252232.66,251210.11
PATH/LAB,82300,GLOBL,7827,252232.66,251210.11
PATH/LAB,82306,TOTAL,5606682,232007153.66,231622833.93
PATH/LAB,82306,26,N/A,0,0
PATH/LAB,82306,GLOBL,5606682,232007153.66,231622833.93
PATH/LAB,82308,TOTAL,11984,453513.14,452180.43
PATH/LAB,82308,GLOBL,11984,453513.14,452180.43
PATH/LAB,82310,TOTAL,643078,2082030.27,2075803.75
PATH/LAB,82310,26,N/A,0,0
PATH/LAB,82310,GLOBL,643078,2082030.27,2075803.75
PATH/LAB,82330,TOTAL,130594,883640.79,882286.13
PATH/LAB,82330,26,N/A,0,0
PATH/LAB,82330,GLOBL,130594,883640.79,882286.13
PATH/LAB,82331,TOTAL,48,351.79,351.79
PATH/LAB,82331,GLOBL,48,351.79,351.79
PATH/LAB,82340,TOTAL,79937,671404.74,669750.76
PATH/LAB,82340,26,N/A,0,0
PATH/LAB,82340,GLOBL,79937,671404.74,669750.76
PATH/LAB,82355,TOTAL,7232,115526.76,115467.32
PATH/LAB,82355,GLOBL,7232,115526.76,115467.32
PATH/LAB,82360,TOTAL,11129,194276.65,193903.73
PATH/LAB,82360,GLOBL,11129,194276.65,193903.73
PATH/LAB,82365,TOTAL,16060,270888.88,270408.74
PATH/LAB,82365,26,N/A,0,0
PATH/LAB,82365,GLOBL,16060,270888.88,270408.74
PATH/LAB,82370,TOTAL,1904,33775,33760.88
PATH/LAB,82370,GLOBL,1904,33775,33760.88
PATH/LAB,82373,TOTAL,271,6560.23,6556.79
PATH/LAB,82373,GLOBL,271,6560.23,6556.79
PATH/LAB,82374,TOTAL,77082.3,116992.61,116557
PATH/LAB,82374,26,N/A,0,0
PATH/LAB,82374,GLOBL,77082.3,116992.61,116557
PATH/LAB,82375,TOTAL,10887,174921.22,173514.09
PATH/LAB,82375,GLOBL,10887,174921.22,173514.09
PATH/LAB,82376,TOTAL,173,1459.12,1459.12
PATH/LAB,82376,GLOBL,173,1459.12,1459.12
PATH/LAB,82378,TOTAL,681948,18322384.42,18262283.41
PATH/LAB,82378,26,N/A,0,0
PATH/LAB,82378,GLOBL,681948,18322384.42,18262283.41
PATH/LAB,82379,TOTAL,4763,95267.52,95133.18
PATH/LAB,82379,GLOBL,4763,95267.52,95133.18
PATH/LAB,82380,TOTAL,4219,55048.8,54903.59
PATH/LAB,82380,GLOBL,4219,55048.8,54903.59
PATH/LAB,82382,TOTAL,2883,68319.54,67964.19
PATH/LAB,82382,GLOBL,2883,68319.54,67964.19
PATH/LAB,82383,TOTAL,64,2266.87,2266.87
PATH/LAB,82383,GLOBL,64,2266.87,2266.87
PATH/LAB,82384,TOTAL,17762,629345.48,628012.92
PATH/LAB,82384,GLOBL,17762,629345.48,628012.92
PATH/LAB,82387,TOTAL,N/A,37.68,37.68
PATH/LAB,82387,GLOBL,N/A,37.68,37.68
PATH/LAB,82390,TOTAL,26107,393406.77,391944.6
PATH/LAB,82390,26,N/A,0,0
PATH/LAB,82390,GLOBL,26107,393406.77,391944.6
PATH/LAB,82397,TOTAL,20406,388954.62,388051.39
PATH/LAB,82397,GLOBL,20406,388954.62,388051.39
PATH/LAB,82415,TOTAL,N/A,141.57,141.57
PATH/LAB,82415,GLOBL,N/A,141.57,141.57
PATH/LAB,82435,TOTAL,219014,277466.08,276919.83
PATH/LAB,82435,26,N/A,0,0
PATH/LAB,82435,GLOBL,219014,277466.08,276919.83
PATH/LAB,82436,TOTAL,39987,278763.74,278208.47
PATH/LAB,82436,26,N/A,0,0
PATH/LAB,82436,GLOBL,39987,278763.74,278208.47
PATH/LAB,82438,TOTAL,384,2596.95,2596.95
PATH/LAB,82438,GLOBL,384,2596.95,2596.95
PATH/LAB,82441,TOTAL,53,450.43,450.43
PATH/LAB,82441,GLOBL,53,450.43,450.43
PATH/LAB,82465,TOTAL,451650,1361033.2,1358443.47
PATH/LAB,82465,26,N/A,0,0
PATH/LAB,82465,GLOBL,451650,1361033.2,1358443.47
PATH/LAB,82480,TOTAL,431,4640.78,4624.62
PATH/LAB,82480,GLOBL,431,4640.78,4624.62
PATH/LAB,82482,TOTAL,2035,22021.68,22021.68
PATH/LAB,82482,GLOBL,2035,22021.68,22021.68
PATH/LAB,82485,TOTAL,N/A,0,0
PATH/LAB,82485,GLOBL,N/A,0,0
PATH/LAB,82486,TOTAL,36573,934558.64,931181.53
PATH/LAB,82486,GLOBL,36573,934558.64,931181.53
PATH/LAB,82487,TOTAL,1011,22858.71,22794.34
PATH/LAB,82487,GLOBL,1011,22858.71,22794.34
PATH/LAB,82489,TOTAL,266,6857.53,6857.53
PATH/LAB,82489,GLOBL,266,6857.53,6857.53
PATH/LAB,82491,TOTAL,72867,1826332.92,1819709.84
PATH/LAB,82491,GLOBL,72867,1826332.92,1819709.84
PATH/LAB,82492,TOTAL,154559,3947978.48,3908586.44
PATH/LAB,82492,GLOBL,154559,3947978.48,3908586.44
PATH/LAB,82495,TOTAL,10788,284263.8,284232.87
PATH/LAB,82495,GLOBL,10788,284263.8,284232.87
PATH/LAB,82507,TOTAL,44070,1176284.47,1172399.01
PATH/LAB,82507,GLOBL,44070,1176284.47,1172399.01
PATH/LAB,82520,TOTAL,947597,19770108.52,19680011.53
PATH/LAB,82520,GLOBL,947597,19770108.52,19680011.53
PATH/LAB,82523,TOTAL,68052,1462815.08,1461592.68
PATH/LAB,82523,GLOBL,68052,1462815.08,1461592.68
PATH/LAB,82525,TOTAL,30976,528533.68,527235.31
PATH/LAB,82525,GLOBL,30976,528533.68,527235.31
PATH/LAB,82528,TOTAL,560,17129.05,17039.53
PATH/LAB,82528,GLOBL,560,17129.05,17039.53
PATH/LAB,82530,TOTAL,36692,864088.17,862441.33
PATH/LAB,82530,GLOBL,36692,864088.17,862441.33
PATH/LAB,82533,TOTAL,223641,5145781.39,5128499.25
PATH/LAB,82533,26,N/A,0,0
PATH/LAB,82533,GLOBL,223641,5145781.39,5128499.25
PATH/LAB,82540,TOTAL,10823,70730.36,70499.78
PATH/LAB,82540,GLOBL,10823,70730.36,70499.78
PATH/LAB,82541,TOTAL,453595,11592638.75,11585051.32
PATH/LAB,82541,GLOBL,453595,11592638.75,11585051.32
PATH/LAB,82542,TOTAL,2589381,63357935.68,62994645.36
PATH/LAB,82542,GLOBL,2589381,63357935.68,62994645.36
PATH/LAB,82543,TOTAL,141590,3619578.89,3617212.71
PATH/LAB,82543,GLOBL,141590,3619578.89,3617212.71
PATH/LAB,82544,TOTAL,384897,9837332.88,9797542.06
PATH/LAB,82544,GLOBL,384897,9837332.88,9797542.06
PATH/LAB,82550,TOTAL,2365259,12149211.46,12117869.79
PATH/LAB,82550,26,N/A,0,0
PATH/LAB,82550,GLOBL,2365259,12149211.46,12117869.79
PATH/LAB,82552,TOTAL,28547,531713.3,531102.72
PATH/LAB,82552,GLOBL,28547,531713.3,531102.72
PATH/LAB,82553,TOTAL,84743,1177714.87,1170674.52
PATH/LAB,82553,26,N/A,0,0
PATH/LAB,82553,GLOBL,84743,1177714.87,1170674.52
PATH/LAB,82554,TOTAL,30,495.18,495.18
PATH/LAB,82554,GLOBL,30,495.18,495.18
PATH/LAB,82565,TOTAL,2142492.1,7204630.46,7172638.06
PATH/LAB,82565,26,N/A,0,0
PATH/LAB,82565,GLOBL,2142492.1,7204630.46,7172638.06
PATH/LAB,82570,TOTAL,5215217,37929065.8,37732423.63
PATH/LAB,82570,26,N/A,0,0
PATH/LAB,82570,GLOBL,5215217,37929065.8,37732423.63
PATH/LAB,82575,TOTAL,79964,1062388.89,1056922.79
PATH/LAB,82575,GLOBL,79964,1062388.89,1056922.79
PATH/LAB,82585,TOTAL,1074,12464.37,12142.05
PATH/LAB,82585,GLOBL,1074,12464.37,12142.05
PATH/LAB,82595,TOTAL,12968,117201.51,116804.97
PATH/LAB,82595,GLOBL,12968,117201.51,116804.97
PATH/LAB,82600,TOTAL,28,763.31,763.31
PATH/LAB,82600,GLOBL,28,763.31,763.31
PATH/LAB,82607,TOTAL,3628707,77411505.67,77260767.39
PATH/LAB,82607,26,N/A,0,0
PATH/LAB,82607,GLOBL,3628707,77411505.67,77260767.39
PATH/LAB,82608,TOTAL,7464,151178.24,151034.21
PATH/LAB,82608,GLOBL,7464,151178.24,151034.21
PATH/LAB,82610,TOTAL,193129,3705196.77,3702437.76
PATH/LAB,82610,GLOBL,193129,3705196.77,3702437.76
PATH/LAB,82615,TOTAL,15235,176113.97,176046.1
PATH/LAB,82615,GLOBL,15235,176113.97,176046.1
PATH/LAB,82626,TOTAL,29928,1057229.62,1054470.47
PATH/LAB,82626,GLOBL,29928,1057229.62,1054470.47
PATH/LAB,82627,TOTAL,108328,3388472.21,3377641.77
PATH/LAB,82627,GLOBL,108328,3388472.21,3377641.77
PATH/LAB,82633,TOTAL,62,2699.12,2660.44
PATH/LAB,82633,GLOBL,62,2699.12,2660.44
PATH/LAB,82634,TOTAL,1111,45988.89,45749.49
PATH/LAB,82634,GLOBL,1111,45988.89,45749.49
PATH/LAB,82638,TOTAL,19,319.02,319.02
PATH/LAB,82638,GLOBL,19,319.02,319.02
PATH/LAB,82646,TOTAL,551539,16029019.38,15952899.4
PATH/LAB,82646,GLOBL,551539,16029019.38,15952899.4
PATH/LAB,82649,TOTAL,523128,18946613.87,18852666.8
PATH/LAB,82649,GLOBL,523128,18946613.87,18852666.8
PATH/LAB,82651,TOTAL,19953,721638.58,720778.03
PATH/LAB,82651,GLOBL,19953,721638.58,720778.03
PATH/LAB,82652,TOTAL,173035,8871894.68,8862777.2
PATH/LAB,82652,GLOBL,173035,8871894.68,8862777.2
PATH/LAB,82654,TOTAL,N/A,19.61,19.61
PATH/LAB,82654,GLOBL,N/A,19.61,19.61
PATH/LAB,82656,TOTAL,6154,94704.74,94397.8
PATH/LAB,82656,GLOBL,6154,94704.74,94397.8
PATH/LAB,82657,TOTAL,2655,67196.86,66677.63
PATH/LAB,82657,GLOBL,2655,67196.86,66677.63
PATH/LAB,82658,TOTAL,17,433.81,433.81
PATH/LAB,82658,GLOBL,17,433.81,433.81
PATH/LAB,82664,TOTAL,282183,12734130.21,12731297.44
PATH/LAB,82664,GLOBL,282183,12734130.21,12731297.44
PATH/LAB,82668,TOTAL,99610,2629990.65,2626432
PATH/LAB,82668,26,N/A,0,0
PATH/LAB,82668,GLOBL,99610,2629990.65,2626432
PATH/LAB,82670,TOTAL,185128,7209709.56,7179271.95
PATH/LAB,82670,GLOBL,185128,7209709.56,7179271.95
PATH/LAB,82671,TOTAL,3629,164718.23,164231.96
PATH/LAB,82671,GLOBL,3629,164718.23,164231.96
PATH/LAB,82672,TOTAL,21586,647217.98,646027.81
PATH/LAB,82672,GLOBL,21586,647217.98,646027.81
PATH/LAB,82677,TOTAL,12465,421304.14,420292.06
PATH/LAB,82677,GLOBL,12465,421304.14,420292.06
PATH/LAB,82679,TOTAL,24036,832688.3,831056.61
PATH/LAB,82679,GLOBL,24036,832688.3,831056.61
PATH/LAB,82690,TOTAL,17,403.72,403.72
PATH/LAB,82690,GLOBL,17,403.72,403.72
PATH/LAB,82693,TOTAL,28,538.29,538.29
PATH/LAB,82693,GLOBL,28,538.29,538.29
PATH/LAB,82696,TOTAL,1040,30340.96,30168.7
PATH/LAB,82696,GLOBL,1040,30340.96,30168.7
PATH/LAB,82705,TOTAL,13396,94491.17,94361.61
PATH/LAB,82705,GLOBL,13396,94491.17,94361.61
PATH/LAB,82710,TOTAL,1979,46751.49,46722.73
PATH/LAB,82710,GLOBL,1979,46751.49,46722.73
PATH/LAB,82715,TOTAL,5268,128353.91,128289.11
PATH/LAB,82715,GLOBL,5268,128353.91,128289.11
PATH/LAB,82725,TOTAL,11471,211731.58,211448.31
PATH/LAB,82725,GLOBL,11471,211731.58,211448.31
PATH/LAB,82726,TOTAL,183950,4703423.36,4703078.25
PATH/LAB,82726,GLOBL,183950,4703423.36,4703078.25
PATH/LAB,82728,TOTAL,2452699,47197108.49,47059702.28
PATH/LAB,82728,26,N/A,0,0
PATH/LAB,82728,GLOBL,2452699,47197108.49,47059702.28
PATH/LAB,82731,TOTAL,223,19680.17,19452.85
PATH/LAB,82731,GLOBL,223,19680.17,19452.85
PATH/LAB,82735,TOTAL,89,2274.21,2247.95
PATH/LAB,82735,26,N/A,0,0
PATH/LAB,82735,GLOBL,89,2274.21,2247.95
PATH/LAB,82742,TOTAL,17902,491871.56,488146.33
PATH/LAB,82742,GLOBL,17902,491871.56,488146.33
PATH/LAB,82746,TOTAL,2131508,44061314.89,43987392.43
PATH/LAB,82746,26,N/A,0,0
PATH/LAB,82746,GLOBL,2131508,44061314.89,43987392.43
PATH/LAB,82747,TOTAL,101369,2372568.7,2370333.22
PATH/LAB,82747,GLOBL,101369,2372568.7,2370333.22
PATH/LAB,82757,TOTAL,18,442.08,442.08
PATH/LAB,82757,GLOBL,18,442.08,442.08
PATH/LAB,82759,TOTAL,N/A,30.43,18.38
PATH/LAB,82759,GLOBL,N/A,30.43,18.38
PATH/LAB,82760,TOTAL,107,1689.33,1689.33
PATH/LAB,82760,GLOBL,107,1689.33,1689.33
PATH/LAB,82775,TOTAL,11,328.24,328.24
PATH/LAB,82775,GLOBL,11,328.24,328.24
PATH/LAB,82784,TOTAL,1390305,17369287.7,17325640.75
PATH/LAB,82784,26,N/A,0,0
PATH/LAB,82784,GLOBL,1390305,17369287.7,17325640.75
PATH/LAB,82785,TOTAL,132009,3008763.73,3002645.79
PATH/LAB,82785,GLOBL,132009,3008763.73,3002645.79
PATH/LAB,82787,TOTAL,65905,663687.98,662209.3
PATH/LAB,82787,GLOBL,65905,663687.98,662209.3
PATH/LAB,82800,TOTAL,547,6417.73,6361.68
PATH/LAB,82800,GLOBL,547,6417.73,6361.68
PATH/LAB,82803,TOTAL,28099.3,748091.4,741565.22
PATH/LAB,82803,26,N/A,0,0
PATH/LAB,82803,GLOBL,28099.3,748091.4,741565.22
PATH/LAB,82805,TOTAL,15792,621522.46,614698.18
PATH/LAB,82805,26,N/A,0,0
PATH/LAB,82805,GLOBL,15792,621522.46,614698.18
PATH/LAB,82810,TOTAL,671,8293.56,8276.95
PATH/LAB,82810,GLOBL,671,8293.56,8276.95
PATH/LAB,82820,TOTAL,754,10295.56,10176.31
PATH/LAB,82820,GLOBL,754,10295.56,10176.31
PATH/LAB,82930,TOTAL,57,438.43,438.43
PATH/LAB,82930,GLOBL,57,438.43,438.43
PATH/LAB,82938,TOTAL,N/A,225.2,225.2
PATH/LAB,82938,GLOBL,N/A,225.2,225.2
PATH/LAB,82941,TOTAL,9233,229285.66,228731.44
PATH/LAB,82941,GLOBL,9233,229285.66,228731.44
PATH/LAB,82943,TOTAL,980,18830.13,18526.6
PATH/LAB,82943,GLOBL,980,18830.13,18526.6
PATH/LAB,82945,TOTAL,50726,279297.3,278958.14
PATH/LAB,82945,26,N/A,0,0
PATH/LAB,82945,GLOBL,50726,279297.3,278958.14
PATH/LAB,82946,TOTAL,140,2324.57,2306.67
PATH/LAB,82946,GLOBL,140,2324.57,2306.67
PATH/LAB,82947,TOTAL,2811999.1,12117561.06,12077393.7
PATH/LAB,82947,26,N/A,0,0
PATH/LAB,82947,GLOBL,2811999.1,12117561.06,12077393.7
PATH/LAB,82948,TOTAL,291393,1298001.47,1284464.79
PATH/LAB,82948,26,N/A,0,0
PATH/LAB,82948,GLOBL,291393,1298001.47,1284464.79
PATH/LAB,82950,TOTAL,41285,275275.81,274534.5
PATH/LAB,82950,GLOBL,41285,275275.81,274534.5
PATH/LAB,82951,TOTAL,30998,534333.32,532685.39
PATH/LAB,82951,GLOBL,30998,534333.32,532685.39
PATH/LAB,82952,TOTAL,17141,88685.97,88424.69
PATH/LAB,82952,GLOBL,17141,88685.97,88424.69
PATH/LAB,82953,TOTAL,28,593.55,593.55
PATH/LAB,82953,GLOBL,28,593.55,593.55
PATH/LAB,82955,TOTAL,12943,145253.87,144745.83
PATH/LAB,82955,GLOBL,12943,145253.87,144745.83
PATH/LAB,82960,TOTAL,1954,16146.16,16103.24
PATH/LAB,82960,GLOBL,1954,16146.16,16103.24
PATH/LAB,82962,TOTAL,2505558.3,8168260.4,8122295.2
PATH/LAB,82962,26,N/A,0,0
PATH/LAB,82962,GLOBL,2505558.3,8168260.4,8122295.2
PATH/LAB,82963,TOTAL,30,873.03,842.6
PATH/LAB,82963,GLOBL,30,873.03,842.6
PATH/LAB,82965,TOTAL,N/A,54.75,54.75
PATH/LAB,82965,GLOBL,N/A,54.75,54.75
PATH/LAB,82975,TOTAL,N/A,67.32,67.32
PATH/LAB,82975,GLOBL,N/A,67.32,67.32
PATH/LAB,82977,TOTAL,902400,2991638.7,2983400.48
PATH/LAB,82977,26,N/A,0,0
PATH/LAB,82977,GLOBL,902400,2991638.7,2983400.48
PATH/LAB,82978,TOTAL,11669,235304.8,234845.83
PATH/LAB,82978,GLOBL,11669,235304.8,234845.83
PATH/LAB,82979,TOTAL,14,136.64,136.64
PATH/LAB,82979,GLOBL,14,136.64,136.64
PATH/LAB,82980,TOTAL,5447,141321.69,141321.69
PATH/LAB,82980,GLOBL,5447,141321.69,141321.69
PATH/LAB,82985,TOTAL,109657,2298840.99,2289426.82
PATH/LAB,82985,GLOBL,109657,2298840.99,2289426.82
PATH/LAB,83001,TOTAL,177153,4652821.86,4628936.04
PATH/LAB,83001,GLOBL,177153,4652821.86,4628936.04
PATH/LAB,83002,TOTAL,158333,4144772.99,4125275.7
PATH/LAB,83002,GLOBL,158333,4144772.99,4125275.7
PATH/LAB,83003,TOTAL,11991,281767.23,280577.7
PATH/LAB,83003,GLOBL,11991,281767.23,280577.7
PATH/LAB,83008,TOTAL,45,1070.1,1070.1
PATH/LAB,83008,GLOBL,45,1070.1,1070.1
PATH/LAB,83009,TOTAL,294,21058.52,20940.29
PATH/LAB,83009,GLOBL,294,21058.52,20940.29
PATH/LAB,83010,TOTAL,96194,1660083.93,1657816.58
PATH/LAB,83010,26,N/A,0,0
PATH/LAB,83010,GLOBL,96194,1660083.93,1657816.58
PATH/LAB,83012,TOTAL,N/A,164.71,164.71
PATH/LAB,83012,GLOBL,N/A,164.71,164.71
PATH/LAB,83013,TOTAL,68048,6279015.85,6250952.79
PATH/LAB,83013,GLOBL,68048,6279015.85,6250952.79
PATH/LAB,83014,TOTAL,42249,469778.53,466710.47
PATH/LAB,83014,GLOBL,42249,469778.53,466710.47
PATH/LAB,83015,TOTAL,3434,91148.74,90702.11
PATH/LAB,83015,GLOBL,3434,91148.74,90702.11
PATH/LAB,83018,TOTAL,7932,222009.06,221874.71
PATH/LAB,83018,GLOBL,7932,222009.06,221874.71
PATH/LAB,83020,TOTAL,14968,283649.47,242074.98
PATH/LAB,83020,26,8983,177980.65,137157.23
PATH/LAB,83020,GLOBL,5985,105668.82,104917.75
PATH/LAB,83021,TOTAL,65736,1608243.38,1605602.39
PATH/LAB,83021,GLOBL,65736,1608243.38,1605602.39
PATH/LAB,83026,TOTAL,8586,28588.04,28545.85
PATH/LAB,83026,GLOBL,8586,28588.04,28545.85
PATH/LAB,83030,TOTAL,22,245.7,245.7
PATH/LAB,83030,GLOBL,22,245.7,245.7
PATH/LAB,83033,TOTAL,N/A,16.87,16.87
PATH/LAB,83033,GLOBL,N/A,16.87,16.87
PATH/LAB,83036,TOTAL,12987476.1,177986898.56,177360554.34
PATH/LAB,83036,26,N/A,0,0
PATH/LAB,83036,TC,N/A,0,0
PATH/LAB,83036,GLOBL,12987476.1,177986898.56,177360554.34
PATH/LAB,83037,TOTAL,260484,3564184.19,3540483.42
PATH/LAB,83037,GLOBL,260484,3564184.19,3540483.42
PATH/LAB,83045,TOTAL,N/A,14.04,14.04
PATH/LAB,83045,GLOBL,N/A,14.04,14.04
PATH/LAB,83050,TOTAL,6692,61638.8,60866.48
PATH/LAB,83050,GLOBL,6692,61638.8,60866.48
PATH/LAB,83051,TOTAL,4177,40382.14,39994.16
PATH/LAB,83051,GLOBL,4177,40382.14,39994.16
PATH/LAB,83055,TOTAL,N/A,27.88,17.72
PATH/LAB,83055,GLOBL,N/A,27.88,17.72
PATH/LAB,83060,TOTAL,19,199.6,199.6
PATH/LAB,83060,GLOBL,19,199.6,199.6
PATH/LAB,83065,TOTAL,N/A,9.76,9.76
PATH/LAB,83065,GLOBL,N/A,9.76,9.76
PATH/LAB,83068,TOTAL,49,552.83,521.73
PATH/LAB,83068,GLOBL,49,552.83,521.73
PATH/LAB,83069,TOTAL,25,137.26,137.26
PATH/LAB,83069,GLOBL,25,137.26,137.26
PATH/LAB,83070,TOTAL,1005,6708.41,6696.45
PATH/LAB,83070,GLOBL,1005,6708.41,6696.45
PATH/LAB,83071,TOTAL,N/A,9.73,9.73
PATH/LAB,83071,GLOBL,N/A,9.73,9.73
PATH/LAB,83080,TOTAL,174,3976.5,3909.17
PATH/LAB,83080,GLOBL,174,3976.5,3909.17
PATH/LAB,83088,TOTAL,4127,171064.82,170286.66
PATH/LAB,83088,GLOBL,4127,171064.82,170286.66
PATH/LAB,83090,TOTAL,407836,9737042.77,9728288.25
PATH/LAB,83090,26,N/A,0,0
PATH/LAB,83090,GLOBL,407836,9737042.77,9728288.25
PATH/LAB,83150,TOTAL,4038,110266.81,109556.44
PATH/LAB,83150,GLOBL,4038,110266.81,109556.44
PATH/LAB,83491,TOTAL,2691,66714.31,66714.31
PATH/LAB,83491,GLOBL,2691,66714.31,66714.31
PATH/LAB,83497,TOTAL,18906,342111.97,340802.5
PATH/LAB,83497,GLOBL,18906,342111.97,340802.5
PATH/LAB,83498,TOTAL,6069,232113.77,231427.14
PATH/LAB,83498,GLOBL,6069,232113.77,231427.14
PATH/LAB,83499,TOTAL,N/A,35.71,35.71
PATH/LAB,83499,GLOBL,N/A,35.71,35.71
PATH/LAB,83500,TOTAL,315,7472.85,7472.85
PATH/LAB,83500,GLOBL,315,7472.85,7472.85
PATH/LAB,83505,TOTAL,181,6224.27,6224.27
PATH/LAB,83505,GLOBL,181,6224.27,6224.27
PATH/LAB,83516,TOTAL,650042.2,10194879.08,10155448.14
PATH/LAB,83516,26,N/A,0,0
PATH/LAB,83516,GLOBL,650042.2,10194879.08,10155448.14
PATH/LAB,83518,TOTAL,25489,288758.4,287132.36
PATH/LAB,83518,GLOBL,25489,288758.4,287132.36
PATH/LAB,83519,TOTAL,240073,4588651.67,4584655.54
PATH/LAB,83519,GLOBL,240073,4588651.67,4584655.54
PATH/LAB,83520,TOTAL,494858,9066578.48,9053230.28
PATH/LAB,83520,26,N/A,0,0
PATH/LAB,83520,GLOBL,494858,9066578.48,9053230.28
PATH/LAB,83525,TOTAL,375809,6045216.37,6038973.36
PATH/LAB,83525,GLOBL,375809,6045216.37,6038973.36
PATH/LAB,83527,TOTAL,1026,18534.96,18505.82
PATH/LAB,83527,GLOBL,1026,18534.96,18505.82
PATH/LAB,83528,TOTAL,N/A,179.63,179.63
PATH/LAB,83528,GLOBL,N/A,179.63,179.63
PATH/LAB,83540,TOTAL,2676164,23980979.55,23927660.65
PATH/LAB,83540,26,N/A,0,0
PATH/LAB,83540,GLOBL,2676164,23980979.55,23927660.65
PATH/LAB,83550,TOTAL,2082205,25231513.92,25173941.96
PATH/LAB,83550,26,N/A,0,0
PATH/LAB,83550,GLOBL,2082205,25231513.92,25173941.96
PATH/LAB,83570,TOTAL,12,148.84,148.84
PATH/LAB,83570,GLOBL,12,148.84,148.84
PATH/LAB,83582,TOTAL,N/A,20.08,20.08
PATH/LAB,83582,GLOBL,N/A,20.08,20.08
PATH/LAB,83586,TOTAL,286,5187.02,5187.02
PATH/LAB,83586,GLOBL,286,5187.02,5187.02
PATH/LAB,83593,TOTAL,3233,120412.73,120412.73
PATH/LAB,83593,GLOBL,3233,120412.73,120412.73
PATH/LAB,83605,TOTAL,15582,231273.14,230148
PATH/LAB,83605,26,N/A,0,0
PATH/LAB,83605,GLOBL,15582,231273.14,230148
PATH/LAB,83615,TOTAL,1892814,7401264.32,7374075.3
PATH/LAB,83615,26,N/A,0,0
PATH/LAB,83615,GLOBL,1892814,7401264.32,7374075.3
PATH/LAB,83625,TOTAL,8518,148487.59,148242.01
PATH/LAB,83625,GLOBL,8518,148487.59,148242.01
PATH/LAB,83630,TOTAL,11644,322698.03,321098.62
PATH/LAB,83630,GLOBL,11644,322698.03,321098.62
PATH/LAB,83631,TOTAL,2706,75135.31,74987.95
PATH/LAB,83631,GLOBL,2706,75135.31,74987.95
PATH/LAB,83632,TOTAL,N/A,200.41,200.41
PATH/LAB,83632,GLOBL,N/A,200.41,200.41
PATH/LAB,83655,TOTAL,26582,453009.16,451931.52
PATH/LAB,83655,TC,N/A,0,0
PATH/LAB,83655,GLOBL,26582,453009.16,451931.52
PATH/LAB,83661,TOTAL,16,488.54,488.54
PATH/LAB,83661,GLOBL,16,488.54,488.54
PATH/LAB,83663,TOTAL,N/A,26.8,26.8
PATH/LAB,83663,GLOBL,N/A,26.8,26.8
PATH/LAB,83664,TOTAL,N/A,187.6,187.6
PATH/LAB,83664,GLOBL,N/A,187.6,187.6
PATH/LAB,83670,TOTAL,76,986.3,964.58
PATH/LAB,83670,GLOBL,76,986.3,964.58
PATH/LAB,83690,TOTAL,474099,4537136.38,4522989.19
PATH/LAB,83690,26,N/A,0,0
PATH/LAB,83690,GLOBL,474099,4537136.38,4522989.19
PATH/LAB,83695,TOTAL,350234,6422776.09,6420663.25
PATH/LAB,83695,GLOBL,350234,6422776.09,6420663.25
PATH/LAB,83698,TOTAL,173859,8321778.92,8320932.92
PATH/LAB,83698,GLOBL,173859,8321778.92,8320932.92
PATH/LAB,83700,TOTAL,188602,3004184.92,3003744.65
PATH/LAB,83700,26,N/A,0,0
PATH/LAB,83700,GLOBL,188602,3004184.92,3003744.65
PATH/LAB,83701,TOTAL,282038,9367655.56,9365928.4
PATH/LAB,83701,GLOBL,282038,9367655.56,9365928.4
PATH/LAB,83704,TOTAL,487653,21631510.96,21624296.59
PATH/LAB,83704,GLOBL,487653,21631510.96,21624296.59
PATH/LAB,83718,TOTAL,406516,4696441.27,4686629.76
PATH/LAB,83718,26,N/A,0,0
PATH/LAB,83718,GLOBL,406516,4696441.27,4686629.76
PATH/LAB,83719,TOTAL,24712,388421.23,387856.36
PATH/LAB,83719,GLOBL,24712,388421.23,387856.36
PATH/LAB,83721,TOTAL,1287448.1,17219003.13,17149042.56
PATH/LAB,83721,GLOBL,1287448.1,17219003.13,17149042.56
PATH/LAB,83727,TOTAL,202,4870.31,4853.35
PATH/LAB,83727,GLOBL,202,4870.31,4853.35
PATH/LAB,83735,TOTAL,2453870,23087266.38,22998612.1
PATH/LAB,83735,26,N/A,0,0
PATH/LAB,83735,GLOBL,2453870,23087266.38,22998612.1
PATH/LAB,83785,TOTAL,10977,378794.46,378106.29
PATH/LAB,83785,GLOBL,10977,378794.46,378106.29
PATH/LAB,83788,TOTAL,47312,1085618.41,1075703.88
PATH/LAB,83788,GLOBL,47312,1085618.41,1075703.88
PATH/LAB,83789,TOTAL,1389406,35361902.51,35272887.54
PATH/LAB,83789,GLOBL,1389406,35361902.51,35272887.54
PATH/LAB,83805,TOTAL,573550,14300046.57,14206959.19
PATH/LAB,83805,GLOBL,573550,14300046.57,14206959.19
PATH/LAB,83825,TOTAL,19924,451938.07,451294.14
PATH/LAB,83825,GLOBL,19924,451938.07,451294.14
PATH/LAB,83835,TOTAL,28170,674432.8,672866.04
