CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1378,,,,,
PROCEDURES/PROFESSIONAL SERVICES,G0405,TOTAL,19829,166243.05,88019.58
PROCEDURES/PROFESSIONAL SERVICES,G0405,GLOBL,19829,166243.05,88019.58
PROCEDURES/PROFESSIONAL SERVICES,G0406,TOTAL,3044,105521.89,81234.14
PROCEDURES/PROFESSIONAL SERVICES,G0406,GLOBL,3044,105521.89,81234.14
PROCEDURES/PROFESSIONAL SERVICES,G0407,TOTAL,1966,133074.37,104297.2
PROCEDURES/PROFESSIONAL SERVICES,G0407,GLOBL,1966,133074.37,104297.2
PROCEDURES/PROFESSIONAL SERVICES,G0408,TOTAL,903,88331.14,70170.37
PROCEDURES/PROFESSIONAL SERVICES,G0408,GLOBL,903,88331.14,70170.37
PROCEDURES/PROFESSIONAL SERVICES,G0409,TOTAL,119,979.31,612.43
PROCEDURES/PROFESSIONAL SERVICES,G0409,GLOBL,119,979.31,612.43
PROCEDURES/PROFESSIONAL SERVICES,G0410,TOTAL,107,3040.06,2432.1
PROCEDURES/PROFESSIONAL SERVICES,G0410,GLOBL,107,3040.06,2432.1
PROCEDURES/PROFESSIONAL SERVICES,G0411,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0411,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0412,TOTAL,58,24739.9,19791.89
PROCEDURES/PROFESSIONAL SERVICES,G0412,GLOBL,58,24739.9,19791.89
PROCEDURES/PROFESSIONAL SERVICES,G0413,TOTAL,562,437056.85,347219.17
PROCEDURES/PROFESSIONAL SERVICES,G0413,GLOBL,562,437056.85,347219.17
PROCEDURES/PROFESSIONAL SERVICES,G0414,TOTAL,396,209384.07,166881.84
PROCEDURES/PROFESSIONAL SERVICES,G0414,GLOBL,396,209384.07,166881.84
PROCEDURES/PROFESSIONAL SERVICES,G0415,TOTAL,211,195922.29,156730.04
PROCEDURES/PROFESSIONAL SERVICES,G0415,GLOBL,211,195922.29,156730.04
PROCEDURES/PROFESSIONAL SERVICES,G0416,TOTAL,4644,1916271.02,1527404.24
PROCEDURES/PROFESSIONAL SERVICES,G0416,26,2507,462889.34,369011.04
PROCEDURES/PROFESSIONAL SERVICES,G0416,TC,284,147104.55,117469.99
PROCEDURES/PROFESSIONAL SERVICES,G0416,GLOBL,1853,1306277.13,1040923.21
PROCEDURES/PROFESSIONAL SERVICES,G0417,TOTAL,368,254898.55,203598.2
PROCEDURES/PROFESSIONAL SERVICES,G0417,26,227,78878.86,63005.47
PROCEDURES/PROFESSIONAL SERVICES,G0417,TC,37,35333.67,28155.98
PROCEDURES/PROFESSIONAL SERVICES,G0417,GLOBL,104,140686.02,112436.75
PROCEDURES/PROFESSIONAL SERVICES,G0418,TOTAL,88,113414.07,90729.43
PROCEDURES/PROFESSIONAL SERVICES,G0418,26,55,32844.16,26275.31
PROCEDURES/PROFESSIONAL SERVICES,G0418,TC,N/A,6206.38,4965.12
PROCEDURES/PROFESSIONAL SERVICES,G0418,GLOBL,33,74363.53,59489
PROCEDURES/PROFESSIONAL SERVICES,G0419,TOTAL,54,100379.89,80303.83
PROCEDURES/PROFESSIONAL SERVICES,G0419,26,30,20570.2,16456.13
PROCEDURES/PROFESSIONAL SERVICES,G0419,TC,N/A,13248.55,10598.84
PROCEDURES/PROFESSIONAL SERVICES,G0419,GLOBL,24,66561.14,53248.86
PROCEDURES/PROFESSIONAL SERVICES,G0420,TOTAL,6472,657273.62,511810.42
PROCEDURES/PROFESSIONAL SERVICES,G0420,GLOBL,6472,657273.62,511810.42
PROCEDURES/PROFESSIONAL SERVICES,G0421,TOTAL,1592.5,33990.6,25253.13
PROCEDURES/PROFESSIONAL SERVICES,G0421,GLOBL,1592.5,33990.6,25253.13
PROCEDURES/PROFESSIONAL SERVICES,G0422,TOTAL,48,3428.64,2742.92
PROCEDURES/PROFESSIONAL SERVICES,G0422,GLOBL,48,3428.64,2742.92
PROCEDURES/PROFESSIONAL SERVICES,G0423,TOTAL,43,3071.49,2457.19
PROCEDURES/PROFESSIONAL SERVICES,G0423,GLOBL,43,3071.49,2457.19
PROCEDURES/PROFESSIONAL SERVICES,G0424,TOTAL,30425,894363.78,694662.68
PROCEDURES/PROFESSIONAL SERVICES,G0424,GLOBL,30425,894363.78,694662.68
PROCEDURES/PROFESSIONAL SERVICES,G0425,TOTAL,1322,123613.15,96057.81
PROCEDURES/PROFESSIONAL SERVICES,G0425,GLOBL,1322,123613.15,96057.81
PROCEDURES/PROFESSIONAL SERVICES,G0426,TOTAL,1132,147646.95,114830.98
PROCEDURES/PROFESSIONAL SERVICES,G0426,GLOBL,1132,147646.95,114830.98
PROCEDURES/PROFESSIONAL SERVICES,G0427,TOTAL,1658,326171.48,259221.15
PROCEDURES/PROFESSIONAL SERVICES,G0427,GLOBL,1658,326171.48,259221.15
PROCEDURES/PROFESSIONAL SERVICES,G0428,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0428,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0429,TOTAL,816,82707.97,64640.49
PROCEDURES/PROFESSIONAL SERVICES,G0429,GLOBL,816,82707.97,64640.49
PROCEDURES/PROFESSIONAL SERVICES,G0430,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0430,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0431,TOTAL,1062093.2,100937078.84,100537844.09
PROCEDURES/PROFESSIONAL SERVICES,G0431,GLOBL,1062093.2,100937078.84,100537844.09
PROCEDURES/PROFESSIONAL SERVICES,G0432,TOTAL,9650,177981.36,177784.62
PROCEDURES/PROFESSIONAL SERVICES,G0432,GLOBL,9650,177981.36,177784.62
PROCEDURES/PROFESSIONAL SERVICES,G0433,TOTAL,844,16033.23,16015.85
PROCEDURES/PROFESSIONAL SERVICES,G0433,GLOBL,844,16033.23,16015.85
PROCEDURES/PROFESSIONAL SERVICES,G0434,TOTAL,1063834.5,20757895.21,20462347.22
PROCEDURES/PROFESSIONAL SERVICES,G0434,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0434,GLOBL,1063834.5,20757895.21,20462347.22
PROCEDURES/PROFESSIONAL SERVICES,G0435,TOTAL,335,5435.76,5422.57
PROCEDURES/PROFESSIONAL SERVICES,G0435,GLOBL,335,5435.76,5422.57
PROCEDURES/PROFESSIONAL SERVICES,G0436,TOTAL,95114,1246584.03,1242602.62
PROCEDURES/PROFESSIONAL SERVICES,G0436,GLOBL,95114,1246584.03,1242602.62
PROCEDURES/PROFESSIONAL SERVICES,G0437,TOTAL,18294,506770.05,504864.05
PROCEDURES/PROFESSIONAL SERVICES,G0437,GLOBL,18294,506770.05,504864.05
PROCEDURES/PROFESSIONAL SERVICES,G0438,TOTAL,1501505.7,247388927.43,247040657.44
PROCEDURES/PROFESSIONAL SERVICES,G0438,GLOBL,1501505.7,247388927.43,247040657.44
PROCEDURES/PROFESSIONAL SERVICES,G0439,TOTAL,1565444.5,173221090.16,173080393.83
PROCEDURES/PROFESSIONAL SERVICES,G0439,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0439,GLOBL,1565444.5,173221090.16,173080393.83
PROCEDURES/PROFESSIONAL SERVICES,G0440,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0440,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0442,TOTAL,56022,970273.51,968354.73
PROCEDURES/PROFESSIONAL SERVICES,G0442,GLOBL,56022,970273.51,968354.73
PROCEDURES/PROFESSIONAL SERVICES,G0443,TOTAL,2377,58876.52,58791.09
PROCEDURES/PROFESSIONAL SERVICES,G0443,GLOBL,2377,58876.52,58791.09
PROCEDURES/PROFESSIONAL SERVICES,G0444,TOTAL,96161,1656637.47,1652229.83
PROCEDURES/PROFESSIONAL SERVICES,G0444,GLOBL,96161,1656637.47,1652229.83
PROCEDURES/PROFESSIONAL SERVICES,G0445,TOTAL,1491,39108.4,38901.24
PROCEDURES/PROFESSIONAL SERVICES,G0445,GLOBL,1491,39108.4,38901.24
PROCEDURES/PROFESSIONAL SERVICES,G0446,TOTAL,42750,1087650.33,1083566.63
PROCEDURES/PROFESSIONAL SERVICES,G0446,GLOBL,42750,1087650.33,1083566.63
PROCEDURES/PROFESSIONAL SERVICES,G0447,TOTAL,55809,1410980.66,1405723.37
PROCEDURES/PROFESSIONAL SERVICES,G0447,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0447,GLOBL,55809,1410980.66,1405723.37
PROCEDURES/PROFESSIONAL SERVICES,G0448,TOTAL,27,409219.84,327359.34
PROCEDURES/PROFESSIONAL SERVICES,G0448,GLOBL,27,409219.84,327359.34
PROCEDURES/PROFESSIONAL SERVICES,G0449,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0449,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0451,TOTAL,144,1411.23,984.31
PROCEDURES/PROFESSIONAL SERVICES,G0451,GLOBL,144,1411.23,984.31
PROCEDURES/PROFESSIONAL SERVICES,G0908,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0908,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0909,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0909,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0910,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0910,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0911,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0911,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0912,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0912,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0913,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0913,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0914,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0914,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0916,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0916,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0919,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0919,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G3001,TOTAL,N/A,20,16
PROCEDURES/PROFESSIONAL SERVICES,G3001,GLOBL,N/A,20,16
PROCEDURES/PROFESSIONAL SERVICES,G8010,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8010,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8031,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8031,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8041,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8041,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8126,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8126,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8127,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8127,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8128,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8128,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8130,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8130,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8131,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8131,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8223,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8223,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8370,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8370,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8391,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8391,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8395,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8395,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8396,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8396,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8397,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8397,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8398,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8398,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8399,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8399,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8400,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8400,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8401,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8401,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8402,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8402,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8404,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8404,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8405,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8405,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8406,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8406,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8408,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8408,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8410,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8410,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8415,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8415,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8416,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8416,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8417,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8417,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8418,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8418,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8419,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8419,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8420,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8420,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8420,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8421,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8421,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8422,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8422,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8423,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8423,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8427,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8427,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8428,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8428,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8429,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8429,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8430,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8430,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8431,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8431,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8432,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8432,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8433,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8433,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8437,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8437,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8440,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8440,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8441,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8441,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8442,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8442,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8443,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8443,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8445,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8445,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8446,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8446,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8447,TOTAL,N/A,0.05,0.05
PROCEDURES/PROFESSIONAL SERVICES,G8447,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8447,GLOBL,N/A,0.05,0.05
PROCEDURES/PROFESSIONAL SERVICES,G8448,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8448,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8449,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8449,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8450,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8450,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8451,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8451,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8452,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8452,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8453,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8453,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8455,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8455,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8456,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8456,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8457,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8457,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8458,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8458,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8459,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8459,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8460,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8460,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8461,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8461,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8462,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8462,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8463,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8463,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8464,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8464,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8465,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8465,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8468,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8468,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8469,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8469,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8470,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8470,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8471,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8471,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8472,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8472,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8473,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8473,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8474,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8474,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8475,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8475,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8476,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8476,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8477,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8477,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8478,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8478,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8482,TOTAL,N/A,0.03,0.03
PROCEDURES/PROFESSIONAL SERVICES,G8482,GLOBL,N/A,0.03,0.03
PROCEDURES/PROFESSIONAL SERVICES,G8483,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8483,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8484,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8484,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8485,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8485,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8486,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8486,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8487,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8487,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8489,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8489,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8490,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8490,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8491,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8491,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8492,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8492,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8493,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8493,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8494,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8494,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8495,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8495,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8496,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8496,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8497,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8497,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8498,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8498,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8499,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8499,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8500,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8500,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8501,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8501,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8502,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8502,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8506,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8506,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8508,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8508,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8509,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8509,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8509,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8510,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8510,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8511,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8511,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8514,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8514,GLOBL,N/A,0,0
