CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,
"""2015 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-3394 ,,,,,,
PATH/LAB,81270,TOTAL,18561,2300791.02,2249489.9300000002,
PATH/LAB,81275,GLOBL,9233,1853010.46,1808766.11,
PATH/LAB,81275,TOTAL,9233,1853010.46,1808766.11,
PATH/LAB,81280,GLOBL,N/A,0,0,
PATH/LAB,81280,TOTAL,N/A,0,0,
PATH/LAB,81281,GLOBL,N/A,0,0,
PATH/LAB,81281,TOTAL,N/A,0,0,
PATH/LAB,81282,GLOBL,N/A,0,0,
PATH/LAB,81282,TOTAL,N/A,0,0,
PATH/LAB,81287,GLOBL,177,14557.17,12603.29,
PATH/LAB,81287,TOTAL,177,14557.17,12603.29,
PATH/LAB,81288,GLOBL,206,20269.95,19766.3,
PATH/LAB,81288,TOTAL,206,20269.95,19766.3,
PATH/LAB,81290,GLOBL,34,3438.81,3369.93,
PATH/LAB,81290,TOTAL,34,3438.81,3369.93,
PATH/LAB,81291,GLOBL,184437,10947607.84,10726405.85,
PATH/LAB,81291,TOTAL,184437,10947607.84,10726405.85,
PATH/LAB,81292,GLOBL,1972,1259535.44,1227951.32,
PATH/LAB,81292,TOTAL,1972,1259535.44,1227951.32,
PATH/LAB,81293,GLOBL,20,4670.92,4577.4799999999996,
PATH/LAB,81293,TOTAL,20,4670.92,4577.4799999999996,
PATH/LAB,81294,GLOBL,1837,351337.86,342229.56,
PATH/LAB,81294,TOTAL,1837,351337.86,342229.56,
PATH/LAB,81295,GLOBL,2037,308479.37,301389.78000000003,
PATH/LAB,81295,TOTAL,2037,308479.37,301389.78000000003,
PATH/LAB,81296,GLOBL,11,1421.31,1392.93,
PATH/LAB,81296,TOTAL,11,1421.31,1392.93,
PATH/LAB,81297,GLOBL,1404,212729,207637.5,
PATH/LAB,81297,TOTAL,1404,212729,207637.5,
PATH/LAB,81298,GLOBL,1770,507835.93,496042.31,
PATH/LAB,81298,TOTAL,1770,507835.93,496042.31,
PATH/LAB,81299,GLOBL,21,3377.64,3310.02,
PATH/LAB,81299,TOTAL,21,3377.64,3310.02,
PATH/LAB,81300,GLOBL,1771,285381.76000000001,278504.58,
PATH/LAB,81300,TOTAL,1771,285381.76000000001,278504.58,
PATH/LAB,81301,GLOBL,1369,533818.85,516547.97,
PATH/LAB,81301,TOTAL,1369,533818.85,516547.97,
PATH/LAB,81302,GLOBL,N/A,0,0,
PATH/LAB,81302,TOTAL,N/A,0,0,
PATH/LAB,81304,GLOBL,N/A,0,0,
PATH/LAB,81304,TOTAL,N/A,0,0,
PATH/LAB,81310,GLOBL,1023,196808.12,191590.42,
PATH/LAB,81310,TOTAL,1023,196808.12,191590.42,
PATH/LAB,81313,GLOBL,1116,398145.72,389416.62,
PATH/LAB,81313,TOTAL,1116,398145.72,389416.62,
PATH/LAB,81315,GLOBL,748,209060.21,204129.38,
PATH/LAB,81315,TOTAL,748,209060.21,204129.38,
PATH/LAB,81316,GLOBL,19,6845.86,6708.92,
PATH/LAB,81316,TOTAL,19,6845.86,6708.92,
PATH/LAB,81317,GLOBL,6619,5154585.1399999997,5044791.24,
PATH/LAB,81317,TOTAL,6619,5154585.1399999997,5044791.24,
PATH/LAB,81318,GLOBL,N/A,1104.9000000000001,1082.82,
PATH/LAB,81318,TOTAL,N/A,1104.9000000000001,1082.82,
PATH/LAB,81319,GLOBL,1341,296381.34000000003,289142.88,
PATH/LAB,81319,TOTAL,1341,296381.34000000003,289142.88,
PATH/LAB,81321,26,N/A,0,0,
PATH/LAB,81321,GLOBL,767,437795,427854.24,
PATH/LAB,81321,TOTAL,767,437795,427854.24,
PATH/LAB,81322,GLOBL,51,2992.77,2932.73,
PATH/LAB,81322,TOTAL,51,2992.77,2932.73,
PATH/LAB,81323,GLOBL,651,56751.64,55529.42,
PATH/LAB,81323,TOTAL,651,56751.64,55529.42,
PATH/LAB,81324,GLOBL,37,13324.39,13057.99,
PATH/LAB,81324,TOTAL,37,13324.39,13057.99,
PATH/LAB,81325,GLOBL,N/A,2675.16,2621.7,
PATH/LAB,81325,TOTAL,N/A,2675.16,2621.7,
PATH/LAB,81330,GLOBL,N/A,0,0,
PATH/LAB,81330,TOTAL,N/A,0,0,
PATH/LAB,81331,GLOBL,N/A,0,0,
PATH/LAB,81331,TOTAL,N/A,0,0,
PATH/LAB,81332,GLOBL,1330,77901.88,76341.289999999994,
PATH/LAB,81332,TOTAL,1330,77901.88,76341.289999999994,
PATH/LAB,81340,GLOBL,1076,303809.57,297339.40999999997,
PATH/LAB,81340,TOTAL,1076,303809.57,297339.40999999997,
PATH/LAB,81341,GLOBL,N/A,0,0,
PATH/LAB,81341,TOTAL,N/A,0,0,
PATH/LAB,81342,GLOBL,2283,599760.99,585443.36,
PATH/LAB,81342,TOTAL,2283,599760.99,585443.36,
PATH/LAB,81350,GLOBL,8417,1034715.72,1014021.39,
PATH/LAB,81350,TOTAL,8417,1034715.72,1014021.39,
PATH/LAB,81355,GLOBL,4777,429917.33,421318.99,
PATH/LAB,81355,TOTAL,4777,429917.33,421318.99,
PATH/LAB,81370,GLOBL,N/A,1641.69,1608.87,
PATH/LAB,81370,TOTAL,N/A,1641.69,1608.87,
PATH/LAB,81371,GLOBL,32,10478.74,10269.19,
PATH/LAB,81371,TOTAL,32,10478.74,10269.19,
PATH/LAB,81372,GLOBL,380,113832.87,110412.93,
PATH/LAB,81372,TOTAL,380,113832.87,110412.93,
PATH/LAB,81373,GLOBL,286,37616.01,36863.919999999998,
PATH/LAB,81373,TOTAL,286,37616.01,36863.919999999998,
PATH/LAB,81374,GLOBL,11150,1094643.53,1072029.3600000001,
PATH/LAB,81374,TOTAL,11150,1094643.53,1072029.3600000001,
PATH/LAB,81375,GLOBL,657,197166.64,193222,
PATH/LAB,81375,TOTAL,657,197166.64,193222,
PATH/LAB,81376,GLOBL,2001,319959.77,313228.87,
PATH/LAB,81376,TOTAL,2001,319959.77,313228.87,
PATH/LAB,81377,GLOBL,460,57282.9,56136.74,
PATH/LAB,81377,TOTAL,460,57282.9,56136.74,
PATH/LAB,81378,GLOBL,N/A,940.52,921.7,
PATH/LAB,81378,TOTAL,N/A,940.52,921.7,
PATH/LAB,81379,GLOBL,31,14013.29,12391.16,
PATH/LAB,81379,TOTAL,31,14013.29,12391.16,
PATH/LAB,81380,GLOBL,148,30396.76,29789.23,
PATH/LAB,81380,TOTAL,148,30396.76,29789.23,
PATH/LAB,81381,GLOBL,10172,1233122.0900000001,1207739.71,
PATH/LAB,81381,TOTAL,10172,1233122.0900000001,1207739.71,
PATH/LAB,81382,GLOBL,2477,376740.56,367975.39,
PATH/LAB,81382,TOTAL,2477,376740.56,367975.39,
PATH/LAB,81383,GLOBL,1344,197968.07,193892.51,
PATH/LAB,81383,TOTAL,1344,197968.07,193892.51,
PATH/LAB,81400,GLOBL,24617,2993640.02,2933273.44,
PATH/LAB,81400,TOTAL,24617,2993640.02,2933273.44,
PATH/LAB,81401,GLOBL,69591,9569710.8000000007,9376010.6199999992,
PATH/LAB,81401,TOTAL,69591,9569710.8000000007,9376010.6199999992,
PATH/LAB,81402,26,N/A,0,0,
PATH/LAB,81402,GLOBL,2881,486687.15,476591.24,
PATH/LAB,81402,TOTAL,2881,486687.15,476591.24,
PATH/LAB,81403,26,N/A,0,0,
PATH/LAB,81403,GLOBL,17113,2107030.7599999998,2062241.83,
PATH/LAB,81403,TOTAL,17113,2107030.7599999998,2062241.83,
PATH/LAB,81404,26,N/A,0,0,
PATH/LAB,81404,GLOBL,18903,4978502.3899999997,4874037.75,
PATH/LAB,81404,TOTAL,18903,4978502.3899999997,4874037.75,
PATH/LAB,81405,GLOBL,1458,545674.22,534362.67000000004,
PATH/LAB,81405,TOTAL,1458,545674.22,534362.67000000004,
PATH/LAB,81406,26,N/A,0,0,
PATH/LAB,81406,GLOBL,2086,1143093.53,1119084.58,
PATH/LAB,81406,TOTAL,2086,1143093.53,1119084.58,
PATH/LAB,81407,26,N/A,0,0,
PATH/LAB,81407,GLOBL,226,210422.56,203421.11,
PATH/LAB,81407,TOTAL,226,210422.56,203421.11,
PATH/LAB,81408,26,N/A,0,0,
PATH/LAB,81408,GLOBL,227,363385.42,351266.72,
PATH/LAB,81408,TOTAL,227,363385.42,351266.72,
PATH/LAB,81410,GLOBL,N/A,0,0,
PATH/LAB,81410,TOTAL,N/A,0,0,
PATH/LAB,81411,GLOBL,N/A,0,0,
PATH/LAB,81411,TOTAL,N/A,0,0,
PATH/LAB,81415,GLOBL,N/A,0,0,
PATH/LAB,81415,TOTAL,N/A,0,0,
PATH/LAB,81416,GLOBL,N/A,0,0,
PATH/LAB,81416,TOTAL,N/A,0,0,
PATH/LAB,81420,GLOBL,N/A,2762,2706.76,
PATH/LAB,81420,TOTAL,N/A,2762,2706.76,
PATH/LAB,81425,GLOBL,N/A,0,0,
PATH/LAB,81425,TOTAL,N/A,0,0,
PATH/LAB,81430,GLOBL,N/A,0,0,
PATH/LAB,81430,TOTAL,N/A,0,0,
PATH/LAB,81435,GLOBL,505,401812.01,390782.01,
PATH/LAB,81435,TOTAL,505,401812.01,390782.01,
PATH/LAB,81436,GLOBL,N/A,0,0,
PATH/LAB,81436,TOTAL,N/A,0,0,
PATH/LAB,81440,GLOBL,N/A,0,0,
PATH/LAB,81440,TOTAL,N/A,0,0,
PATH/LAB,81445,26,N/A,0,0,
PATH/LAB,81445,GLOBL,65,48639.9,47667.07,
PATH/LAB,81445,TOTAL,65,48639.9,47667.07,
PATH/LAB,81450,GLOBL,147,94627.59,92701.82,
PATH/LAB,81450,TOTAL,147,94627.59,92701.82,
PATH/LAB,81455,26,N/A,0,0,
PATH/LAB,81455,GLOBL,13,7349.97,7202.92,
PATH/LAB,81455,TOTAL,13,7349.97,7202.92,
PATH/LAB,81460,GLOBL,N/A,0,0,
PATH/LAB,81460,TOTAL,N/A,0,0,
PATH/LAB,81465,GLOBL,N/A,0,0,
PATH/LAB,81465,TOTAL,N/A,0,0,
PATH/LAB,81479,26,N/A,0,0,
PATH/LAB,81479,GLOBL,133549,166949577.66999999,163543317.75,
PATH/LAB,81479,TOTAL,133549,166949577.66999999,163543317.75,
PATH/LAB,81500,GLOBL,12,1416.44,1110.46,
PATH/LAB,81500,TOTAL,12,1416.44,1110.46,
PATH/LAB,81503,GLOBL,28,6332.48,4964.68,
PATH/LAB,81503,TOTAL,28,6332.48,4964.68,
PATH/LAB,81504,GLOBL,109,360539.11,282662.81,
PATH/LAB,81504,TOTAL,109,360539.11,282662.81,
PATH/LAB,81506,GLOBL,N/A,0,0,
PATH/LAB,81506,TOTAL,N/A,0,0,
PATH/LAB,81507,GLOBL,N/A,2852.5,2795.45,
PATH/LAB,81507,TOTAL,N/A,2852.5,2795.45,
PATH/LAB,81508,GLOBL,N/A,236.85,156.91,
PATH/LAB,81508,TOTAL,N/A,236.85,156.91,
PATH/LAB,81509,GLOBL,N/A,116,90.94,
PATH/LAB,81509,TOTAL,N/A,116,90.94,
PATH/LAB,81510,GLOBL,N/A,0,0,
PATH/LAB,81510,TOTAL,N/A,0,0,
PATH/LAB,81511,GLOBL,N/A,452.73,354.93,
PATH/LAB,81511,TOTAL,N/A,452.73,354.93,
PATH/LAB,81519,GLOBL,16820,57438641.020000003,56127953.340000004,
PATH/LAB,81519,TOTAL,16820,57438641.020000003,56127953.340000004,
PATH/LAB,81599,GLOBL,296,6049.39,4422.78,
PATH/LAB,81599,TOTAL,296,6049.39,4422.78,
PATH/LAB,82009,GLOBL,1259,7565.28,7391.27,
PATH/LAB,82009,TOTAL,1259,7565.28,7391.27,
PATH/LAB,82010,26,N/A,0,0,
PATH/LAB,82010,GLOBL,5408,56903.199999999997,55666.19,
PATH/LAB,82010,TOTAL,5408,56903.199999999997,55666.19,
PATH/LAB,82013,GLOBL,28,425.6,417.2,
PATH/LAB,82013,TOTAL,28,425.6,417.2,
PATH/LAB,82016,GLOBL,N/A,18.09,17.73,
PATH/LAB,82016,TOTAL,N/A,18.09,17.73,
PATH/LAB,82017,GLOBL,169,3789.97,3646.47,
PATH/LAB,82017,TOTAL,169,3789.97,3646.47,
PATH/LAB,82024,26,N/A,0,0,
PATH/LAB,82024,GLOBL,45978,2395127,2336700.14,
PATH/LAB,82024,TOTAL,45978,2395127,2336700.14,
PATH/LAB,82030,GLOBL,857,27831.51,26727.39,
PATH/LAB,82030,TOTAL,857,27831.51,26727.39,
PATH/LAB,82040,26,N/A,0,0,
PATH/LAB,82040,GLOBL,547982,1147445.74,1120734.19,
PATH/LAB,82040,TOTAL,547982,1147445.74,1120734.19,
PATH/LAB,82042,26,N/A,0,0,
PATH/LAB,82042,GLOBL,16347,99357.42,96745.4,
PATH/LAB,82042,TOTAL,16347,99357.42,96745.4,
PATH/LAB,82043,26,N/A,0,0,
PATH/LAB,82043,GLOBL,3379395.1,24215157.399999999,23655973.059999999,
PATH/LAB,82043,TOTAL,3379395.1,24215157.399999999,23655973.059999999,
PATH/LAB,82044,26,N/A,0,0,
PATH/LAB,82044,GLOBL,573902,3072937.98,2992041.8,
PATH/LAB,82044,TOTAL,573902,3072937.98,2992041.8,
PATH/LAB,82045,GLOBL,51,2196.91,2150.9299999999998,
PATH/LAB,82045,TOTAL,51,2196.91,2150.9299999999998,
PATH/LAB,82055,26,N/A,0,0,
PATH/LAB,82055,GLOBL,N/A,0,0,
PATH/LAB,82055,TOTAL,N/A,0,0,
PATH/LAB,82075,GLOBL,8998,146891.68,142318.63,
PATH/LAB,82075,TOTAL,8998,146891.68,142318.63,
PATH/LAB,82085,GLOBL,59087,776994.15,759399.97,
PATH/LAB,82085,TOTAL,59087,776994.15,759399.97,
PATH/LAB,82088,GLOBL,34655,1896523.22,1853406.28,
PATH/LAB,82088,TOTAL,34655,1896523.22,1853406.28,
PATH/LAB,82101,GLOBL,N/A,0,0,
PATH/LAB,82101,TOTAL,N/A,0,0,
PATH/LAB,82103,26,N/A,0,0,
PATH/LAB,82103,GLOBL,33973,618534.04,604413.80000000005,
PATH/LAB,82103,TOTAL,33973,618534.04,604413.80000000005,
PATH/LAB,82104,GLOBL,9646,189550.69,185139.5,
PATH/LAB,82104,TOTAL,9646,189550.69,185139.5,
PATH/LAB,82105,26,N/A,0,0,
PATH/LAB,82105,GLOBL,138460,3133726.66,3064422.37,
PATH/LAB,82105,TOTAL,138460,3133726.66,3064422.37,
PATH/LAB,82106,GLOBL,112,2555.9299999999998,2504.4299999999998,
PATH/LAB,82106,TOTAL,112,2555.9299999999998,2504.4299999999998,
PATH/LAB,82107,GLOBL,7614,648800.59,583319.39,
PATH/LAB,82107,TOTAL,7614,648800.59,583319.39,
PATH/LAB,82108,GLOBL,4922,168991.67,165533.70000000001,
PATH/LAB,82108,TOTAL,4922,168991.67,165533.70000000001,
PATH/LAB,82120,GLOBL,3542,17239.88,16705.060000000001,
PATH/LAB,82120,TOTAL,3542,17239.88,16705.060000000001,
PATH/LAB,82127,GLOBL,3311,62478.57,61220.4,
PATH/LAB,82127,TOTAL,3311,62478.57,61220.4,
PATH/LAB,82128,GLOBL,N/A,74.7,73.2,
PATH/LAB,82128,TOTAL,N/A,74.7,73.2,
PATH/LAB,82131,GLOBL,10744,246549.53,240988.77,
PATH/LAB,82131,TOTAL,10744,246549.53,240988.77,
PATH/LAB,82135,GLOBL,213,4743.49,4648.1400000000003,
PATH/LAB,82135,TOTAL,213,4743.49,4648.1400000000003,
PATH/LAB,82136,GLOBL,15367,240813.52,235716.05,
PATH/LAB,82136,TOTAL,15367,240813.52,235716.05,
PATH/LAB,82139,GLOBL,8798,188420.22,184368.15,
PATH/LAB,82139,TOTAL,8798,188420.22,184368.15,
PATH/LAB,82140,26,N/A,0,0,
PATH/LAB,82140,GLOBL,170765,3350239.49,3278720.44,
PATH/LAB,82140,TOTAL,170765,3350239.49,3278720.44,
PATH/LAB,82143,GLOBL,N/A,9.07,8.89,
PATH/LAB,82143,TOTAL,N/A,9.07,8.89,
PATH/LAB,82145,GLOBL,N/A,0,0,
PATH/LAB,82145,TOTAL,N/A,0,0,
PATH/LAB,82150,26,N/A,0,0,
PATH/LAB,82150,GLOBL,502025,4425751.0199999996,4319636.45,
PATH/LAB,82150,TOTAL,502025,4425751.0199999996,4319636.45,
PATH/LAB,82154,GLOBL,112,4234.03,4115.1400000000003,
PATH/LAB,82154,TOTAL,112,4234.03,4115.1400000000003,
PATH/LAB,82157,GLOBL,6571,257494.24,251638.25,
PATH/LAB,82157,TOTAL,6571,257494.24,251638.25,
PATH/LAB,82160,GLOBL,1089,34342.92,33547.56,
PATH/LAB,82160,TOTAL,1089,34342.92,33547.56,
PATH/LAB,82163,GLOBL,62,1702.37,1668.23,
PATH/LAB,82163,TOTAL,62,1702.37,1668.23,
PATH/LAB,82164,GLOBL,41244,812547.65,793850.81,
PATH/LAB,82164,TOTAL,41244,812547.65,793850.81,
PATH/LAB,82172,26,N/A,0,0,
PATH/LAB,82172,GLOBL,444683,9016613.3900000006,8831899.1500000004,
PATH/LAB,82172,TOTAL,444683,9016613.3900000006,8831899.1500000004,
PATH/LAB,82175,GLOBL,18120,462802.15,452656.12,
PATH/LAB,82175,TOTAL,18120,462802.15,452656.12,
PATH/LAB,82180,GLOBL,23552,315969.53999999998,309328.28999999998,
PATH/LAB,82180,TOTAL,23552,315969.53999999998,309328.28999999998,
PATH/LAB,82190,GLOBL,23,344.22,337.31,
PATH/LAB,82190,TOTAL,23,344.22,337.31,
PATH/LAB,82205,GLOBL,N/A,0,0,
PATH/LAB,82205,TOTAL,N/A,0,0,
PATH/LAB,82232,26,N/A,0,0,
PATH/LAB,82232,GLOBL,155721,3409895.54,3333344.02,
PATH/LAB,82232,TOTAL,155721,3409895.54,3333344.02,
PATH/LAB,82239,GLOBL,10076,221271.6,216433.71,
PATH/LAB,82239,TOTAL,10076,221271.6,216433.71,
PATH/LAB,82240,GLOBL,2700,97574.55,95563.35,
PATH/LAB,82240,TOTAL,2700,97574.55,95563.35,
PATH/LAB,82247,26,N/A,0,0,
PATH/LAB,82247,GLOBL,468869,812938.58,794206.15,
PATH/LAB,82247,TOTAL,468869,812938.58,794206.15,
PATH/LAB,82248,26,N/A,0,0,
PATH/LAB,82248,GLOBL,1398493,3005284.56,2938471.42,
PATH/LAB,82248,TOTAL,1398493,3005284.56,2938471.42,
PATH/LAB,82252,GLOBL,22,65.58,64.34,
PATH/LAB,82252,TOTAL,22,65.58,64.34,
PATH/LAB,82261,GLOBL,151,3454.22,3384.98,
PATH/LAB,82261,TOTAL,151,3454.22,3384.98,
PATH/LAB,82270,26,N/A,0,0,
PATH/LAB,82270,TC,N/A,0,0,
PATH/LAB,82270,GLOBL,519443,2279321.13,2221528.69,
PATH/LAB,82270,TOTAL,519443,2279321.13,2221528.69,
PATH/LAB,82271,GLOBL,2817,12442.04,12141.15,
PATH/LAB,82271,TOTAL,2817,12442.04,12141.15,
PATH/LAB,82272,26,N/A,0,0,
PATH/LAB,82272,GLOBL,145682,641020.81000000006,625281.68000000005,
PATH/LAB,82272,TOTAL,145682,641020.81000000006,625281.68000000005,
PATH/LAB,82274,26,N/A,0,0,
PATH/LAB,82274,GLOBL,437514,9267571.1699999999,9043740.9600000009,
PATH/LAB,82274,TOTAL,437514,9267571.1699999999,9043740.9600000009,
PATH/LAB,82300,GLOBL,11355,351430.63,343654.73,
PATH/LAB,82300,TOTAL,11355,351430.63,343654.73,
PATH/LAB,82306,26,N/A,0,0,
PATH/LAB,82306,TC,N/A,0,0,
PATH/LAB,82306,GLOBL,6225220,247374301.06999999,241907742.40000001,
PATH/LAB,82306,TOTAL,6225220,247374301.06999999,241907742.40000001,
PATH/LAB,82308,GLOBL,12765,461089.69,449845.39,
PATH/LAB,82308,TOTAL,12765,461089.69,449845.39,
PATH/LAB,82310,26,N/A,0,0,
PATH/LAB,82310,GLOBL,582289,1842136.46,1799884.77,
PATH/LAB,82310,TOTAL,582289,1842136.46,1799884.77,
PATH/LAB,82330,26,N/A,0,0,
PATH/LAB,82330,GLOBL,134698,874969.87,856144.46,
PATH/LAB,82330,TOTAL,134698,874969.87,856144.46,
PATH/LAB,82331,GLOBL,24,168.96,165.6,
PATH/LAB,82331,TOTAL,24,168.96,165.6,
PATH/LAB,82340,26,N/A,0,0,
PATH/LAB,82340,GLOBL,89706,724888.26,709324.89,
PATH/LAB,82340,TOTAL,89706,724888.26,709324.89,
PATH/LAB,82355,GLOBL,5712,89637.98,87760.41,
PATH/LAB,82355,TOTAL,5712,89637.98,87760.41,
PATH/LAB,82360,26,N/A,0,0,
PATH/LAB,82360,GLOBL,12338,213201.31,208818.42,
PATH/LAB,82360,TOTAL,12338,213201.31,208818.42,
PATH/LAB,82365,GLOBL,15861,254855.59,249290.58,
PATH/LAB,82365,TOTAL,15861,254855.59,249290.58,
PATH/LAB,82370,GLOBL,561,9561.9,9371.23,
PATH/LAB,82370,TOTAL,561,9561.9,9371.23,
PATH/LAB,82373,GLOBL,431,10551.39,10280.76,
PATH/LAB,82373,TOTAL,431,10551.39,10280.76,
PATH/LAB,82374,26,N/A,0,0,
PATH/LAB,82374,GLOBL,65005,91998.48,89561.04,
PATH/LAB,82374,TOTAL,65005,91998.48,89561.04,
PATH/LAB,82375,26,N/A,0,0,
PATH/LAB,82375,GLOBL,8748,136586.47,132921.01999999999,
PATH/LAB,82375,TOTAL,8748,136586.47,132921.01999999999,
PATH/LAB,82376,GLOBL,27,212.4,205.75,
PATH/LAB,82376,TOTAL,27,212.4,205.75,
PATH/LAB,82378,26,N/A,0,0,
PATH/LAB,82378,GLOBL,606692,15655433.17,15294933.529999999,
PATH/LAB,82378,TOTAL,606692,15655433.17,15294933.529999999,
PATH/LAB,82379,GLOBL,6028,103291.22,101138.33,
PATH/LAB,82379,TOTAL,6028,103291.22,101138.33,
PATH/LAB,82380,GLOBL,5191,65116.81,63796.28,
PATH/LAB,82380,TOTAL,5191,65116.81,63796.28,
PATH/LAB,82382,GLOBL,430,10060.41,9858.34,
PATH/LAB,82382,TOTAL,430,10060.41,9858.34,
PATH/LAB,82383,GLOBL,24,818.4,802.08,
PATH/LAB,82383,TOTAL,24,818.4,802.08,
PATH/LAB,82384,GLOBL,16193,552828.9,540023.94999999995,
PATH/LAB,82384,TOTAL,16193,552828.9,540023.94999999995,
PATH/LAB,82390,26,N/A,0,0,
PATH/LAB,82390,GLOBL,31893,462472.03,451903.74,
PATH/LAB,82390,TOTAL,31893,462472.03,451903.74,
PATH/LAB,82397,GLOBL,21590,399648.12,390843.05,
PATH/LAB,82397,TOTAL,21590,399648.12,390843.05,
PATH/LAB,82435,26,N/A,0,0,
PATH/LAB,82435,GLOBL,173233,183854.87,179933.77,
PATH/LAB,82435,TOTAL,173233,183854.87,179933.77,
PATH/LAB,82436,26,N/A,0,0,
PATH/LAB,82436,GLOBL,52909,353023.06,345177.26,
PATH/LAB,82436,TOTAL,52909,353023.06,345177.26,
PATH/LAB,82438,GLOBL,341,2127.73,2066.23,
PATH/LAB,82438,TOTAL,341,2127.73,2066.23,
PATH/LAB,82441,GLOBL,499,4076.83,3996.99,
PATH/LAB,82441,TOTAL,499,4076.83,3996.99,
PATH/LAB,82465,26,N/A,0,0,
PATH/LAB,82465,GLOBL,329703,993375.32,971643.33,
PATH/LAB,82465,TOTAL,329703,993375.32,971643.33,
PATH/LAB,82480,GLOBL,360,3662.76,3561.68,
PATH/LAB,82480,TOTAL,360,3662.76,3561.68,
PATH/LAB,82482,GLOBL,2506,26050.89,25527.24,
PATH/LAB,82482,TOTAL,2506,26050.89,25527.24,
PATH/LAB,82485,GLOBL,N/A,81.2,79.58,
PATH/LAB,82485,TOTAL,N/A,81.2,79.58,
PATH/LAB,82486,GLOBL,105598,2379730.79,2329569,
PATH/LAB,82486,TOTAL,105598,2379730.79,2329569,
PATH/LAB,82487,GLOBL,N/A,0,0,
PATH/LAB,82487,TOTAL,N/A,0,0,
PATH/LAB,82489,GLOBL,15299,384917.73,375186.64,
PATH/LAB,82489,TOTAL,15299,384917.73,375186.64,
PATH/LAB,82491,GLOBL,205376,4942459.3899999997,4839039.92,
PATH/LAB,82491,TOTAL,205376,4942459.3899999997,4839039.92,
PATH/LAB,82492,GLOBL,285043.20000000001,6623930.8700000001,6487036.8399999999,
PATH/LAB,82492,TOTAL,285043.20000000001,6623930.8700000001,6487036.8399999999,
PATH/LAB,82495,GLOBL,5432,126630.14,123836.57,
PATH/LAB,82495,TOTAL,5432,126630.14,123836.57,
PATH/LAB,82507,GLOBL,58480,1475784.52,1443229.25,
PATH/LAB,82507,TOTAL,58480,1475784.52,1443229.25,
PATH/LAB,82520,GLOBL,N/A,0,0,
PATH/LAB,82520,TOTAL,N/A,0,0,
PATH/LAB,82523,26,N/A,0,0,
PATH/LAB,82523,GLOBL,61567,1326209.54,1298516.56,
PATH/LAB,82523,TOTAL,61567,1326209.54,1298516.56,
PATH/LAB,82525,26,N/A,0,0,
PATH/LAB,82525,GLOBL,50817,844767.38,825739.96,
PATH/LAB,82525,TOTAL,50817,844767.38,825739.96,
PATH/LAB,82528,GLOBL,240,7110.31,6938.81,
PATH/LAB,82528,TOTAL,240,7110.31,6938.81,
PATH/LAB,82530,GLOBL,34282,777984.67,761487.34,
PATH/LAB,82530,TOTAL,34282,777984.67,761487.34,
PATH/LAB,82533,26,N/A,0,0,
PATH/LAB,82533,GLOBL,249622,5515346.7300000004,5389243.46,
PATH/LAB,82533,TOTAL,249622,5515346.7300000004,5389243.46,
PATH/LAB,82540,GLOBL,31379,197926.41,192444.06,
PATH/LAB,82540,TOTAL,31379,197926.41,192444.06,
PATH/LAB,82541,GLOBL,136335,3329025.46,3249088.58,
PATH/LAB,82541,TOTAL,136335,3329025.46,3249088.58,
PATH/LAB,82542,GLOBL,4282451,99099265.870000005,96828732.030000001,
PATH/LAB,82542,TOTAL,4282451,99099265.870000005,96828732.030000001,
PATH/LAB,82543,GLOBL,64564,1578492.94,1546327.08,
PATH/LAB,82543,TOTAL,64564,1578492.94,1546327.08,
PATH/LAB,82544,GLOBL,265848,6402108.4199999999,6241003.8300000001,
PATH/LAB,82544,TOTAL,265848,6402108.4199999999,6241003.8300000001,
PATH/LAB,82550,26,N/A,0,0,
PATH/LAB,82550,GLOBL,1930169.1,9463139.6400000006,9250260.3000000007,
PATH/LAB,82550,TOTAL,1930169.1,9463139.6400000006,9250260.3000000007,
PATH/LAB,82552,26,N/A,0,0,
PATH/LAB,82552,GLOBL,23507,421620.72,412620.44,
PATH/LAB,82552,TOTAL,23507,421620.72,412620.44,
PATH/LAB,82553,26,N/A,0,0,
PATH/LAB,82553,GLOBL,64147,855555.19,834605.93,
PATH/LAB,82553,TOTAL,64147,855555.19,834605.93,
PATH/LAB,82554,GLOBL,19,177.73,174.21,
PATH/LAB,82554,TOTAL,19,177.73,174.21,
PATH/LAB,82565,26,N/A,0,0,
PATH/LAB,82565,TC,N/A,0,0,
PATH/LAB,82565,GLOBL,1820232,6018342.3899999997,5868350.5,
PATH/LAB,82565,TOTAL,1820232,6018342.3899999997,5868350.5,
PATH/LAB,82570,26,N/A,0,0,
PATH/LAB,82570,GLOBL,5563102,38814955.479999997,37858930.079999998,
PATH/LAB,82570,TOTAL,5563102,38814955.479999997,37858930.079999998,
PATH/LAB,82575,26,N/A,0,0,
PATH/LAB,82575,GLOBL,56797,726012.48,708218.68,
PATH/LAB,82575,TOTAL,56797,726012.48,708218.68,
PATH/LAB,82585,GLOBL,1014,11592.79,11067.28,
PATH/LAB,82585,TOTAL,1014,11592.79,11067.28,
PATH/LAB,82595,26,N/A,0,0,
PATH/LAB,82595,GLOBL,11692,101079.37,98536.320000000007,
