CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
"2013 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17969,,,,,,
DIGESTIVE SYSTEM,44385,OTHER,1284,199394.59,149642.67000000001,
DIGESTIVE SYSTEM,44385,TOTAL,1292,201928.28,151635.45000000001,
DIGESTIVE SYSTEM,44386,80S,N/A,0,0,
DIGESTIVE SYSTEM,44386,SG,15,5566.79,3936.63,
DIGESTIVE SYSTEM,44386,OTHER,1229,226679.74,172317.9,
DIGESTIVE SYSTEM,44386,TOTAL,1244,232246.53,176254.53,
DIGESTIVE SYSTEM,44388,80S,N/A,0,0,
DIGESTIVE SYSTEM,44388,SG,146,56887.01,44578.01,
DIGESTIVE SYSTEM,44388,OTHER,5830,1139789.02,877934.94,
DIGESTIVE SYSTEM,44388,TOTAL,5976,1196676.03,922512.95,
DIGESTIVE SYSTEM,44389,80S,N/A,0,0,
DIGESTIVE SYSTEM,44389,SG,92,30770.69,23906.31,
DIGESTIVE SYSTEM,44389,OTHER,2802,563592.79,435244.79999999999,
DIGESTIVE SYSTEM,44389,TOTAL,2894,594363.48,459151.11,
DIGESTIVE SYSTEM,44390,80S,N/A,18.34,14.67,
DIGESTIVE SYSTEM,44390,OTHER,35,8495.92,6653.09,
DIGESTIVE SYSTEM,44390,TOTAL,36,8514.26,6667.76,
DIGESTIVE SYSTEM,44391,80S,N/A,0,0,
DIGESTIVE SYSTEM,44391,SG,N/A,999.49,783.61,
DIGESTIVE SYSTEM,44391,OTHER,197,43000.28,33700.57,
DIGESTIVE SYSTEM,44391,TOTAL,200,43999.77,34484.18,
DIGESTIVE SYSTEM,44392,SG,N/A,3097.55,2437.31,
DIGESTIVE SYSTEM,44392,OTHER,673,149001.18,113983.64,
DIGESTIVE SYSTEM,44392,TOTAL,682,152098.73000000001,116420.95,
DIGESTIVE SYSTEM,44393,SG,N/A,2150.9299999999998,1686.34,
DIGESTIVE SYSTEM,44393,OTHER,188,53341.59,41666.75,
DIGESTIVE SYSTEM,44393,TOTAL,194,55492.52,43353.09,
DIGESTIVE SYSTEM,44394,SG,83,31060.7,24337.38,
DIGESTIVE SYSTEM,44394,OTHER,1850,508830.01,393389.26,
DIGESTIVE SYSTEM,44394,TOTAL,1933,539890.71,417726.64,
DIGESTIVE SYSTEM,44397,OTHER,13,3239.53,2540.98,
DIGESTIVE SYSTEM,44397,TOTAL,13,3239.53,2540.98,
DIGESTIVE SYSTEM,44500,80S,N/A,11.03,8.75,
DIGESTIVE SYSTEM,44500,OTHER,10888,252658.95,196597.04,
DIGESTIVE SYSTEM,44500,TOTAL,10891,252669.98,196605.79,
DIGESTIVE SYSTEM,44602,80S,701,134299.49,105202.88,
DIGESTIVE SYSTEM,44602,OTHER,3585,4496735.03,3519725.99,
DIGESTIVE SYSTEM,44602,TOTAL,4286,4631034.5199999996,3624928.87,
DIGESTIVE SYSTEM,44603,80S,261,57520.38,44717.84,
DIGESTIVE SYSTEM,44603,OTHER,1197,1734994.38,1352951.63,
DIGESTIVE SYSTEM,44603,TOTAL,1458,1792514.76,1397669.47,
DIGESTIVE SYSTEM,44604,80S,270,34762.639999999999,27370.49,
DIGESTIVE SYSTEM,44604,OTHER,1719,1451932.19,1131236.33,
DIGESTIVE SYSTEM,44604,TOTAL,1989,1486694.83,1158606.82,
DIGESTIVE SYSTEM,44605,80S,27,4777.7299999999996,3745.51,
DIGESTIVE SYSTEM,44605,OTHER,169,196250.53,153855.09,
DIGESTIVE SYSTEM,44605,TOTAL,196,201028.26,157600.6,
DIGESTIVE SYSTEM,44615,80S,93,11904.95,9305.11,
DIGESTIVE SYSTEM,44615,OTHER,424,347827.71,270541.57,
DIGESTIVE SYSTEM,44615,TOTAL,517,359732.66,279846.68,
DIGESTIVE SYSTEM,44620,80S,577,64973.4,50921.87,
DIGESTIVE SYSTEM,44620,OTHER,2667,2039612.34,1593700.83,
DIGESTIVE SYSTEM,44620,TOTAL,3244,2104585.7400000002,1644622.7,
DIGESTIVE SYSTEM,44625,80S,942,136306.78,106183.32,
DIGESTIVE SYSTEM,44625,OTHER,4299,4135468.87,3229877.96,
DIGESTIVE SYSTEM,44625,TOTAL,5241,4271775.6500000004,3336061.28,
DIGESTIVE SYSTEM,44626,80S,1502,368981.05,288244.83,
DIGESTIVE SYSTEM,44626,OTHER,4151,6570525.1299999999,5141463.74,
DIGESTIVE SYSTEM,44626,TOTAL,5653,6939506.1799999997,5429708.5700000003,
DIGESTIVE SYSTEM,44640,80S,277,54307.82,42490.74,
DIGESTIVE SYSTEM,44640,OTHER,1336,1704903.27,1332767.75,
DIGESTIVE SYSTEM,44640,TOTAL,1613,1759211.09,1375258.49,
DIGESTIVE SYSTEM,44650,80S,75,13764.49,10742.84,
DIGESTIVE SYSTEM,44650,OTHER,351,431673.58,336932.25,
DIGESTIVE SYSTEM,44650,TOTAL,426,445438.07,347675.09,
DIGESTIVE SYSTEM,44660,80S,69,10763.16,8422.7199999999993,
DIGESTIVE SYSTEM,44660,OTHER,288,299081.45,234858,
DIGESTIVE SYSTEM,44660,TOTAL,357,309844.61,243280.72,
DIGESTIVE SYSTEM,44661,80S,260,56317.18,44178.14,
DIGESTIVE SYSTEM,44661,OTHER,748,1011278.38,790700.86,
DIGESTIVE SYSTEM,44661,TOTAL,1008,1067595.56,834879,
DIGESTIVE SYSTEM,44680,80S,37,4436.58,3494.33,
DIGESTIVE SYSTEM,44680,OTHER,129,110839.48,87385.25,
DIGESTIVE SYSTEM,44680,TOTAL,166,115276.06,90879.58,
DIGESTIVE SYSTEM,44700,80S,190,15988.29,12606.91,
DIGESTIVE SYSTEM,44700,OTHER,558,301297.28000000003,237585.21,
DIGESTIVE SYSTEM,44700,TOTAL,748,317285.57,250192.12,
DIGESTIVE SYSTEM,44701,80S,24,623.4,490.86,
DIGESTIVE SYSTEM,44701,OTHER,140,23767.74,18752.34,
DIGESTIVE SYSTEM,44701,TOTAL,164,24391.14,19243.2,
DIGESTIVE SYSTEM,44705,OTHER,N/A,0,0,
DIGESTIVE SYSTEM,44705,TOTAL,N/A,0,0,
DIGESTIVE SYSTEM,44715,80S,N/A,57.87,45.35,
DIGESTIVE SYSTEM,44715,OTHER,N/A,1804.56,1421.98,
DIGESTIVE SYSTEM,44715,TOTAL,12,1862.43,1467.33,
DIGESTIVE SYSTEM,44720,80S,N/A,22.09,17.32,
DIGESTIVE SYSTEM,44720,OTHER,N/A,269.83,211.54,
DIGESTIVE SYSTEM,44720,TOTAL,N/A,291.92,228.86,
DIGESTIVE SYSTEM,44721,80S,N/A,68.37,53.61,
DIGESTIVE SYSTEM,44721,OTHER,N/A,427.3,335,
DIGESTIVE SYSTEM,44721,TOTAL,N/A,495.67,388.61,
DIGESTIVE SYSTEM,44799,80S,N/A,417.97,327.68,
DIGESTIVE SYSTEM,44799,SG,N/A,0,0,
DIGESTIVE SYSTEM,44799,OTHER,1924,728573.8,570605.09,
DIGESTIVE SYSTEM,44799,TOTAL,1926,728991.77,570932.77,
DIGESTIVE SYSTEM,44800,80S,124,9245.2999999999993,7088.12,
DIGESTIVE SYSTEM,44800,OTHER,514,260998.87,204574.47,
DIGESTIVE SYSTEM,44800,TOTAL,638,270244.17,211662.59,
DIGESTIVE SYSTEM,44820,80S,27,2903.37,2282.7600000000002,
DIGESTIVE SYSTEM,44820,OTHER,107,76378.990000000005,59695.199999999997,
DIGESTIVE SYSTEM,44820,TOTAL,134,79282.36,61977.96,
DIGESTIVE SYSTEM,44850,80S,67,4603.55,3583.07,
DIGESTIVE SYSTEM,44850,OTHER,203,98713.75,77556.759999999995,
DIGESTIVE SYSTEM,44850,TOTAL,270,103317.3,81139.83,
DIGESTIVE SYSTEM,44899,80S,16,1489.23,1172.3900000000001,
DIGESTIVE SYSTEM,44899,OTHER,41,28955.43,22752.21,
DIGESTIVE SYSTEM,44899,TOTAL,57,30444.66,23924.6,
DIGESTIVE SYSTEM,44900,80S,14,1548.93,1127.53,
DIGESTIVE SYSTEM,44900,OTHER,112,69721.539999999994,54812.62,
DIGESTIVE SYSTEM,44900,TOTAL,126,71270.47,55940.15,
DIGESTIVE SYSTEM,44901,80S,N/A,0,0,
DIGESTIVE SYSTEM,44901,OTHER,223,38721.199999999997,30037.58,
DIGESTIVE SYSTEM,44901,TOTAL,223,38721.199999999997,30037.58,
DIGESTIVE SYSTEM,44950,80S,199,19085.919999999998,14830.75,
DIGESTIVE SYSTEM,44950,OTHER,2259,1436661.13,1120018.21,
DIGESTIVE SYSTEM,44950,TOTAL,2458,1455747.05,1134848.96,
DIGESTIVE SYSTEM,44955,80S,843,10579.9,8301.81,
DIGESTIVE SYSTEM,44955,SG,N/A,0,0,
DIGESTIVE SYSTEM,44955,OTHER,3826,319231.14,250390.63,
DIGESTIVE SYSTEM,44955,TOTAL,4669,329811.03999999998,258692.44,
DIGESTIVE SYSTEM,44960,80S,199,24945.64,19517.5,
DIGESTIVE SYSTEM,44960,OTHER,1965,1673513.85,1303936.17,
DIGESTIVE SYSTEM,44960,TOTAL,2164,1698459.49,1323453.67,
DIGESTIVE SYSTEM,44970,80S,1563,131163.25,101823.08,
DIGESTIVE SYSTEM,44970,OTHER,18798,11057975.98,8581226.1400000006,
DIGESTIVE SYSTEM,44970,TOTAL,20361,11189139.23,8683049.2200000007,
DIGESTIVE SYSTEM,44979,80S,N/A,382.7,302.58999999999997,
DIGESTIVE SYSTEM,44979,OTHER,95,60469.71,47576.34,
DIGESTIVE SYSTEM,44979,TOTAL,98,60852.41,47878.93,
DIGESTIVE SYSTEM,45000,80S,N/A,0,0,
DIGESTIVE SYSTEM,45000,SG,N/A,986.4,773.34,
DIGESTIVE SYSTEM,45000,OTHER,209,79362,61657.96,
DIGESTIVE SYSTEM,45000,TOTAL,210,80348.399999999994,62431.3,
DIGESTIVE SYSTEM,45005,80S,N/A,0,0,
DIGESTIVE SYSTEM,45005,SG,N/A,1190.44,939.56,
DIGESTIVE SYSTEM,45005,OTHER,268,53816.44,41006.22,
DIGESTIVE SYSTEM,45005,TOTAL,270,55006.879999999997,41945.78,
DIGESTIVE SYSTEM,45020,80S,N/A,0,0,
DIGESTIVE SYSTEM,45020,SG,N/A,799.87,627.1,
DIGESTIVE SYSTEM,45020,OTHER,386,203819.75,159786.31,
DIGESTIVE SYSTEM,45020,TOTAL,387,204619.62,160413.41,
DIGESTIVE SYSTEM,45100,80S,N/A,0,0,
DIGESTIVE SYSTEM,45100,SG,18,11602.41,9147.06,
DIGESTIVE SYSTEM,45100,OTHER,1773,575519.43999999994,445071.44,
DIGESTIVE SYSTEM,45100,TOTAL,1791,587121.85,454218.5,
DIGESTIVE SYSTEM,45108,80S,N/A,0,0,
DIGESTIVE SYSTEM,45108,OTHER,52,18676.419999999998,14436.34,
DIGESTIVE SYSTEM,45108,TOTAL,52,18676.419999999998,14436.34,
DIGESTIVE SYSTEM,45110,80S,554,159499.66,125247.72,
DIGESTIVE SYSTEM,45110,OTHER,1654,2978068.95,2329718.29,
DIGESTIVE SYSTEM,45110,TOTAL,2208,3137568.61,2454966.0099999998,
DIGESTIVE SYSTEM,45111,80S,115,15117.6,11779.84,
DIGESTIVE SYSTEM,45111,OTHER,421,345600.73,270840.59000000003,
DIGESTIVE SYSTEM,45111,TOTAL,536,360718.33,282620.43,
DIGESTIVE SYSTEM,45112,80S,46,13460.8,10605.94,
DIGESTIVE SYSTEM,45112,OTHER,189,345644.52,270671.33,
DIGESTIVE SYSTEM,45112,TOTAL,235,359105.32,281277.27,
DIGESTIVE SYSTEM,45113,80S,27,8743.33,6890.23,
DIGESTIVE SYSTEM,45113,OTHER,90,174769.35,137036.6,
DIGESTIVE SYSTEM,45113,TOTAL,117,183512.68,143926.82999999999,
DIGESTIVE SYSTEM,45114,80S,13,3119.61,2448.69,
DIGESTIVE SYSTEM,45114,OTHER,37,62521.05,49197.39,
DIGESTIVE SYSTEM,45114,TOTAL,50,65640.66,51646.080000000002,
DIGESTIVE SYSTEM,45116,80S,N/A,498.76,391.03,
DIGESTIVE SYSTEM,45116,OTHER,16,25097.05,19778.34,
DIGESTIVE SYSTEM,45116,TOTAL,18,25595.81,20169.37,
DIGESTIVE SYSTEM,45119,80S,23,6583.65,5182,
DIGESTIVE SYSTEM,45119,OTHER,136,260866.08,202025.68,
DIGESTIVE SYSTEM,45119,TOTAL,159,267449.73,207207.67999999999,
DIGESTIVE SYSTEM,45120,80S,N/A,939.51,736.57,
DIGESTIVE SYSTEM,45120,OTHER,N/A,15085.86,11850.99,
DIGESTIVE SYSTEM,45120,TOTAL,14,16025.37,12587.56,
DIGESTIVE SYSTEM,45121,80S,N/A,537.42999999999995,425.37,
DIGESTIVE SYSTEM,45121,OTHER,12,19267.75,15158.82,
DIGESTIVE SYSTEM,45121,TOTAL,14,19805.18,15584.19,
DIGESTIVE SYSTEM,45123,80S,69,11411.5,8986.73,
DIGESTIVE SYSTEM,45123,OTHER,346,377636.32,292409.14,
DIGESTIVE SYSTEM,45123,TOTAL,415,389047.82,301395.87,
DIGESTIVE SYSTEM,45126,80S,13,5816.66,4581.5200000000004,
DIGESTIVE SYSTEM,45126,OTHER,92,201220.55,152747.87,
DIGESTIVE SYSTEM,45126,TOTAL,105,207037.21,157329.39000000001,
DIGESTIVE SYSTEM,45130,80S,388,66251.06,51805.48,
DIGESTIVE SYSTEM,45130,OTHER,2113,2329380.89,1827438.27,
DIGESTIVE SYSTEM,45130,TOTAL,2501,2395631.9500000002,1879243.75,
DIGESTIVE SYSTEM,45135,80S,N/A,1414.02,1110.3699999999999,
DIGESTIVE SYSTEM,45135,OTHER,30,40441.83,31750.5,
DIGESTIVE SYSTEM,45135,TOTAL,37,41855.85,32860.870000000003,
DIGESTIVE SYSTEM,45136,80S,N/A,2771.32,2186.31,
DIGESTIVE SYSTEM,45136,OTHER,69,120700.38,94875.49,
DIGESTIVE SYSTEM,45136,TOTAL,79,123471.7,97061.8,
DIGESTIVE SYSTEM,45150,SG,N/A,2262.2800000000002,1791.72,
DIGESTIVE SYSTEM,45150,OTHER,94,39062.93,30136.62,
DIGESTIVE SYSTEM,45150,TOTAL,96,41325.21,31928.34,
DIGESTIVE SYSTEM,45160,80S,N/A,374.53,293.63,
DIGESTIVE SYSTEM,45160,OTHER,80,78410.399999999994,60530.400000000001,
DIGESTIVE SYSTEM,45160,TOTAL,83,78784.929999999993,60824.03,
DIGESTIVE SYSTEM,45171,80S,181,14627.94,11334.92,
DIGESTIVE SYSTEM,45171,SG,39,40471.050000000003,31648.99,
DIGESTIVE SYSTEM,45171,OTHER,3495,2237161.9300000002,1746001.18,
DIGESTIVE SYSTEM,45171,TOTAL,3715,2292260.92,1788985.09,
DIGESTIVE SYSTEM,45172,80S,206,24536.66,19196.419999999998,
DIGESTIVE SYSTEM,45172,SG,N/A,10684.55,8440.42,
DIGESTIVE SYSTEM,45172,OTHER,2243,1887600.58,1471669.98,
DIGESTIVE SYSTEM,45172,TOTAL,2457,1922821.79,1499306.82,
DIGESTIVE SYSTEM,45190,80S,N/A,0,0,
DIGESTIVE SYSTEM,45190,SG,N/A,2125.66,1666.52,
DIGESTIVE SYSTEM,45190,OTHER,407,293769.90999999997,229406.18,
DIGESTIVE SYSTEM,45190,TOTAL,409,295895.57,231072.7,
DIGESTIVE SYSTEM,45300,80S,N/A,30.76,24.11,
DIGESTIVE SYSTEM,45300,SG,19,974.71,768.37,
DIGESTIVE SYSTEM,45300,OTHER,34450,3723964.53,2794881.53,
DIGESTIVE SYSTEM,45300,TOTAL,34473,3724970,2795674.01,
DIGESTIVE SYSTEM,45303,80S,N/A,0,0,
DIGESTIVE SYSTEM,45303,SG,N/A,0,0,
DIGESTIVE SYSTEM,45303,OTHER,748,521394.65,405573.88,
DIGESTIVE SYSTEM,45303,TOTAL,748,521394.65,405573.88,
DIGESTIVE SYSTEM,45305,80S,N/A,0,0,
DIGESTIVE SYSTEM,45305,SG,N/A,611.17999999999995,479.16,
DIGESTIVE SYSTEM,45305,OTHER,1004,122797.63,93949.2,
DIGESTIVE SYSTEM,45305,TOTAL,1006,123408.81,94428.36,
DIGESTIVE SYSTEM,45307,80S,N/A,7.56,6.05,
DIGESTIVE SYSTEM,45307,OTHER,150,26900.49,20397.5,
DIGESTIVE SYSTEM,45307,TOTAL,151,26908.05,20403.55,
DIGESTIVE SYSTEM,45308,80S,N/A,0,0,
DIGESTIVE SYSTEM,45308,OTHER,87,10364.200000000001,7975.25,
DIGESTIVE SYSTEM,45308,TOTAL,87,10364.200000000001,7975.25,
DIGESTIVE SYSTEM,45309,80S,N/A,0,0,
DIGESTIVE SYSTEM,45309,OTHER,84,9908.43,7192.4,
DIGESTIVE SYSTEM,45309,TOTAL,84,9908.43,7192.4,
DIGESTIVE SYSTEM,45315,OTHER,23,3183,2416.0700000000002,
DIGESTIVE SYSTEM,45315,TOTAL,23,3183,2416.0700000000002,
DIGESTIVE SYSTEM,45317,OTHER,508,102506.41,79452.97,
DIGESTIVE SYSTEM,45317,TOTAL,508,102506.41,79452.97,
DIGESTIVE SYSTEM,45320,SG,N/A,0,0,
DIGESTIVE SYSTEM,45320,OTHER,56,8584.7000000000007,6540.68,
DIGESTIVE SYSTEM,45320,TOTAL,56,8584.7000000000007,6540.68,
DIGESTIVE SYSTEM,45321,80S,N/A,0,0,
DIGESTIVE SYSTEM,45321,OTHER,143,14304.55,11211.28,
DIGESTIVE SYSTEM,45321,TOTAL,143,14304.55,11211.28,
DIGESTIVE SYSTEM,45327,OTHER,19,2369.6,1871,
DIGESTIVE SYSTEM,45327,TOTAL,19,2369.6,1871,
DIGESTIVE SYSTEM,45330,80S,N/A,0,0,
DIGESTIVE SYSTEM,45330,SG,1160,109103.72,82896.08,
DIGESTIVE SYSTEM,45330,OTHER,66253,5351995.8899999997,4029200.9,
DIGESTIVE SYSTEM,45330,TOTAL,67413,5461099.6100000003,4112096.98,
DIGESTIVE SYSTEM,45331,80S,N/A,0,0,
DIGESTIVE SYSTEM,45331,SG,1412,295309.21999999997,226219.75,
DIGESTIVE SYSTEM,45331,OTHER,44758,4400101.5999999996,3359878.42,
DIGESTIVE SYSTEM,45331,TOTAL,46170,4695410.82,3586098.17,
DIGESTIVE SYSTEM,45332,80S,N/A,0,0,
DIGESTIVE SYSTEM,45332,SG,N/A,577.67999999999995,452.9,
DIGESTIVE SYSTEM,45332,OTHER,337,38911.879999999997,30157.7,
DIGESTIVE SYSTEM,45332,TOTAL,340,39489.56,30610.6,
DIGESTIVE SYSTEM,45333,80S,N/A,0,0,
DIGESTIVE SYSTEM,45333,SG,47,10299.26,7876.85,
DIGESTIVE SYSTEM,45333,OTHER,1741,229913.39,174569.42,
DIGESTIVE SYSTEM,45333,TOTAL,1788,240212.65,182446.27,
DIGESTIVE SYSTEM,45334,SG,70,27046.53,20917.14,
DIGESTIVE SYSTEM,45334,OTHER,3711,653871.64,504674.14,
DIGESTIVE SYSTEM,45334,TOTAL,3781,680918.17,525591.28,
DIGESTIVE SYSTEM,45335,80S,N/A,0,0,
DIGESTIVE SYSTEM,45335,SG,104,19262,14859.79,
DIGESTIVE SYSTEM,45335,OTHER,3296,303092.71999999997,234144.84,
DIGESTIVE SYSTEM,45335,TOTAL,3400,322354.71999999997,249004.63,
DIGESTIVE SYSTEM,45337,80S,N/A,0,0,
DIGESTIVE SYSTEM,45337,OTHER,1040,147034.20000000001,114760.35,
DIGESTIVE SYSTEM,45337,TOTAL,1040,147034.20000000001,114760.35,
DIGESTIVE SYSTEM,45338,SG,200,76960.97,59104.34,
DIGESTIVE SYSTEM,45338,OTHER,5823,1092530.05,836395.87,
DIGESTIVE SYSTEM,45338,TOTAL,6023,1169491.02,895500.21,
DIGESTIVE SYSTEM,45339,SG,34,13178.28,10170.01,
DIGESTIVE SYSTEM,45339,OTHER,1881,413014.89,316351.45,
DIGESTIVE SYSTEM,45339,TOTAL,1915,426193.17,326521.46000000002,
DIGESTIVE SYSTEM,45340,80S,N/A,0,0,
DIGESTIVE SYSTEM,45340,SG,19,7385.87,5207.76,
DIGESTIVE SYSTEM,45340,OTHER,1326,190891.81,144834.28,
DIGESTIVE SYSTEM,45340,TOTAL,1345,198277.68,150042.04,
DIGESTIVE SYSTEM,45341,SG,19,6984.3,5378.75,
DIGESTIVE SYSTEM,45341,OTHER,3917,655937.97,503963.27,
DIGESTIVE SYSTEM,45341,TOTAL,3936,662922.27,509342.02,
DIGESTIVE SYSTEM,45342,SG,N/A,368.17,288.64999999999998,
DIGESTIVE SYSTEM,45342,OTHER,391,97043.92,74915.009999999995,
DIGESTIVE SYSTEM,45342,TOTAL,392,97412.09,75203.66,
DIGESTIVE SYSTEM,45345,80S,N/A,0,0,
DIGESTIVE SYSTEM,45345,SG,N/A,1135,908,
DIGESTIVE SYSTEM,45345,OTHER,468,82430.98,64393.15,
DIGESTIVE SYSTEM,45345,TOTAL,469,83565.98,65301.15,
DIGESTIVE SYSTEM,45355,80S,N/A,0,0,
DIGESTIVE SYSTEM,45355,SG,N/A,3525.1,2653.13,
DIGESTIVE SYSTEM,45355,OTHER,607,109272.51,84694.54,
DIGESTIVE SYSTEM,45355,TOTAL,616,112797.61,87347.67,
DIGESTIVE SYSTEM,45378,53,21481,1256855.58,956954.58,
DIGESTIVE SYSTEM,45378,80S,N/A,0,0,
DIGESTIVE SYSTEM,45378,SG,26277,10130637.039999999,7792222.5300000003,
DIGESTIVE SYSTEM,45378,OTHER,705582,184885585.11000001,141574108.11000001,
DIGESTIVE SYSTEM,45378,TOTAL,753340,196273077.72999999,150323285.22,
DIGESTIVE SYSTEM,45379,80S,N/A,0,0,
DIGESTIVE SYSTEM,45379,SG,33,11769.66,9160.2099999999991,
DIGESTIVE SYSTEM,45379,OTHER,1017,249369.76,193171.43,
DIGESTIVE SYSTEM,45379,TOTAL,1050,261139.42,202331.64,
DIGESTIVE SYSTEM,45380,80S,N/A,0,0,
DIGESTIVE SYSTEM,45380,SG,60834,21041740.93,16272972.789999999,
DIGESTIVE SYSTEM,45380,OTHER,1286250,321013612.66000003,248187628.50999999,
DIGESTIVE SYSTEM,45380,TOTAL,1347084,342055353.58999997,264460601.30000001,
DIGESTIVE SYSTEM,45381,80S,N/A,0,0,
DIGESTIVE SYSTEM,45381,SG,3708,849288.82,664207.57999999996,
DIGESTIVE SYSTEM,45381,OTHER,95895,8603801.7699999996,6719783.7999999998,
DIGESTIVE SYSTEM,45381,TOTAL,99603,9453090.5899999999,7383991.3799999999,
DIGESTIVE SYSTEM,45382,80S,N/A,54.07,42.39,
DIGESTIVE SYSTEM,45382,SG,476,138522.43,107677.16,
DIGESTIVE SYSTEM,45382,OTHER,25675,8283672.8899999997,6460715.9400000004,
DIGESTIVE SYSTEM,45382,TOTAL,26152,8422249.3900000006,6568435.4900000002,
DIGESTIVE SYSTEM,45383,80S,N/A,0,0,
DIGESTIVE SYSTEM,45383,SG,2688,924971.06,717706.64,
DIGESTIVE SYSTEM,45383,OTHER,67307,23531904.010000002,18195638.350000001,
DIGESTIVE SYSTEM,45383,TOTAL,69995,24456875.07,18913344.989999998,
DIGESTIVE SYSTEM,45384,80S,N/A,0,0,
DIGESTIVE SYSTEM,45384,SG,6508,2248439.04,1748828.64,
DIGESTIVE SYSTEM,45384,OTHER,196492,49921733.850000001,38554519.420000002,
DIGESTIVE SYSTEM,45384,TOTAL,203000,52170172.890000001,40303348.060000002,
DIGESTIVE SYSTEM,45385,80S,N/A,0,0,
DIGESTIVE SYSTEM,45385,SG,49722,19183769.690000001,14850626.039999999,
DIGESTIVE SYSTEM,45385,OTHER,991297,328501603.37,254279657.78999999,
DIGESTIVE SYSTEM,45385,TOTAL,1041019,347685373.06,269130283.82999998,
DIGESTIVE SYSTEM,45386,SG,65,23819.85,18330.330000000002,
DIGESTIVE SYSTEM,45386,OTHER,2542,664715.93000000005,513195.83,
DIGESTIVE SYSTEM,45386,TOTAL,2607,688535.78,531526.16,
DIGESTIVE SYSTEM,45387,80S,N/A,0,0,
DIGESTIVE SYSTEM,45387,SG,N/A,0,0,
DIGESTIVE SYSTEM,45387,OTHER,657,236998.62,185031.57,
DIGESTIVE SYSTEM,45387,TOTAL,657,236998.62,185031.57,
DIGESTIVE SYSTEM,45391,OTHER,948,227227.26,175204.83,
DIGESTIVE SYSTEM,45391,TOTAL,948,227227.26,175204.83,
DIGESTIVE SYSTEM,45392,OTHER,138,53011.79,41530.660000000003,
DIGESTIVE SYSTEM,45392,TOTAL,138,53011.79,41530.660000000003,
DIGESTIVE SYSTEM,45395,80S,267,81515.759999999995,64102.93,
DIGESTIVE SYSTEM,45395,SG,N/A,0,0,
DIGESTIVE SYSTEM,45395,OTHER,771,1487814.43,1159957.93,
DIGESTIVE SYSTEM,45395,TOTAL,1038,1569330.19,1224060.8600000001,
DIGESTIVE SYSTEM,45397,80S,59,19518.02,15364.74,
DIGESTIVE SYSTEM,45397,OTHER,209,440676.58,342415.35,
DIGESTIVE SYSTEM,45397,TOTAL,268,460194.6,357780.09,
DIGESTIVE SYSTEM,45400,80S,132,22620.12,17403.740000000002,
DIGESTIVE SYSTEM,45400,OTHER,510,565605.1,437526.38,
DIGESTIVE SYSTEM,45400,TOTAL,642,588225.22,454930.12,
DIGESTIVE SYSTEM,45402,80S,88,20519.47,15875.22,
DIGESTIVE SYSTEM,45402,OTHER,295,452848.18,350308.6,
DIGESTIVE SYSTEM,45402,TOTAL,383,473367.65,366183.82,
DIGESTIVE SYSTEM,45499,80S,N/A,2529.87,1993.41,
DIGESTIVE SYSTEM,45499,SG,N/A,0,0,
DIGESTIVE SYSTEM,45499,OTHER,57,58159.29,45949.42,
DIGESTIVE SYSTEM,45499,TOTAL,67,60689.16,47942.83,
DIGESTIVE SYSTEM,45500,80S,N/A,158.33000000000001,124.14,
DIGESTIVE SYSTEM,45500,SG,11,9678.6299999999992,7618.77,
DIGESTIVE SYSTEM,45500,OTHER,80,38519.58,29505.119999999999,
DIGESTIVE SYSTEM,45500,TOTAL,93,48356.54,37248.03,
DIGESTIVE SYSTEM,45505,80S,N/A,0,0,
DIGESTIVE SYSTEM,45505,SG,12,16750.87,12367.67,
DIGESTIVE SYSTEM,45505,OTHER,1328,872651.29,679282.92,
DIGESTIVE SYSTEM,45505,TOTAL,1340,889402.16,691650.59,
DIGESTIVE SYSTEM,45520,OTHER,387,33140.769999999997,25918.93,
DIGESTIVE SYSTEM,45520,TOTAL,387,33140.769999999997,25918.93,
DIGESTIVE SYSTEM,45540,80S,101,15250.76,11912.91,
DIGESTIVE SYSTEM,45540,OTHER,468,467564.79,364163.43,
DIGESTIVE SYSTEM,45540,TOTAL,569,482815.55,376076.34,
DIGESTIVE SYSTEM,45541,80S,84,10499.24,8279.93,
DIGESTIVE SYSTEM,45541,OTHER,646,600078.37,467044.01,
DIGESTIVE SYSTEM,45541,TOTAL,730,610577.61,475323.94,
DIGESTIVE SYSTEM,45550,80S,144,31759.08,24819.83,
DIGESTIVE SYSTEM,45550,OTHER,370,532325.35,418221.84,
DIGESTIVE SYSTEM,45550,TOTAL,514,564084.43000000005,443041.67,
DIGESTIVE SYSTEM,45560,80S,319,23059.43,17862.48,
DIGESTIVE SYSTEM,45560,SG,N/A,6264.17,4931,
DIGESTIVE SYSTEM,45560,OTHER,1587,855298.52,661269.25,
DIGESTIVE SYSTEM,45560,TOTAL,1911,884622.12,684062.73,
DIGESTIVE SYSTEM,45562,80S,14,1869.94,1477.87,
DIGESTIVE SYSTEM,45562,OTHER,118,113458.87,88818.94,
DIGESTIVE SYSTEM,45562,TOTAL,132,115328.81,90296.81,
DIGESTIVE SYSTEM,45563,80S,N/A,1347.72,1062.97,
